isin,name,ask,bid,currency,dt
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,99.80,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303D7,Bper Intesa Sanpaolo,99.17,0.00,EUR,2026-04-22-13-13-22
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,108.15,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303N6,Coherent Leonardo Rheinmetall,100.38,0.00,EUR,2026-04-22-13-13-22
NLBNPIT300C5,BANCA MONTE DEI PASCHI DI SIENA Step-Down Cash Collect,96.61,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,100.51,0.00,EUR,2026-04-22-13-13-22
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,102.71,0.00,EUR,2026-04-22-13-13-22
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,98.26,0.00,EUR,2026-04-22-13-13-22
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,102.15,0.00,EUR,2026-04-22-13-13-22
NLBNPIT302W9,Intesa Sanpaolo Unicredit,104.73,0.00,EUR,2026-04-22-13-13-22
NLBNPIT300H4,Stellantis,89.99,0.00,EUR,2026-04-22-13-13-22
NLBNPIT30358,A2A Engie Veolia E.on,102.71,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,99.16,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303S5,AMD Dell Meta,100.60,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,98.44,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,99.89,0.00,EUR,2026-04-22-13-13-22
NLBNPIT300T9,Tesla Step-Down Cash Collect,97.20,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,97.75,0.00,EUR,2026-04-22-13-13-22
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,107.18,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303E5,Banca MPS Santander,98.34,0.00,EUR,2026-04-22-13-13-22
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,96.41,0.00,EUR,2026-04-22-13-13-22
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,56.17,0.00,EUR,2026-04-22-13-13-22
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,105.83,0.00,EUR,2026-04-22-13-13-22
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,78.19,0.00,EUR,2026-04-22-13-13-22
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,87.48,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,98.76,0.00,EUR,2026-04-22-13-13-22
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,106.34,0.00,EUR,2026-04-22-13-13-22
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,98.51,0.00,EUR,2026-04-22-13-13-22
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,96.12,0.00,EUR,2026-04-22-13-13-22
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,96.91,0.00,EUR,2026-04-22-13-13-22
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,105.55,0.00,EUR,2026-04-22-13-13-22
NLBNPIT303A3,Nvidia Intel Tesla Meta,108.79,0.00,EUR,2026-04-22-13-13-22
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,92.47,0.00,EUR,2026-04-22-13-13-22
