isin,name,ask,bid,currency,dt
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,100.52,0.00,EUR,2026-05-11-21-46-40
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,92.79,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303D7,Bper Intesa Sanpaolo,100.24,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303S5,AMD Dell Meta,104.36,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303A3,Nvidia Intel Tesla Meta,111.65,0.00,EUR,2026-05-11-21-46-40
NLBNPIT21T57,Mercedes Ford Tesla Step-Down Cash Collect,96.45,0.00,EUR,2026-05-11-21-46-40
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,106.83,0.00,EUR,2026-05-11-21-46-40
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,105.86,0.00,EUR,2026-05-11-21-46-40
NLBNPIT302W9,Intesa Sanpaolo Unicredit,105.97,0.00,EUR,2026-05-11-21-46-40
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,105.06,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303N6,Coherent Leonardo Rheinmetall,101.69,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,101.42,0.00,EUR,2026-05-11-21-46-40
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,89.78,0.00,EUR,2026-05-11-21-46-40
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,93.13,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,100.27,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,99.84,0.00,EUR,2026-05-11-21-46-40
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,105.90,0.00,EUR,2026-05-11-21-46-40
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,110.08,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,101.09,0.00,EUR,2026-05-11-21-46-40
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,97.77,0.00,EUR,2026-05-11-21-46-40
NLBNPIT300T9,Tesla Step-Down Cash Collect,100.20,0.00,EUR,2026-05-11-21-46-40
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,72.64,0.00,EUR,2026-05-11-21-46-40
NLBNPIT30358,A2A Engie Veolia E.on,102.30,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,100.57,0.00,EUR,2026-05-11-21-46-40
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,103.69,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,100.08,0.00,EUR,2026-05-11-21-46-40
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,57.34,0.00,EUR,2026-05-11-21-46-40
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,93.14,0.00,EUR,2026-05-11-21-46-40
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,108.04,0.00,EUR,2026-05-11-21-46-40
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,90.77,0.00,EUR,2026-05-11-21-46-40
NLBNPIT303E5,Banca MPS Santander,99.71,0.00,EUR,2026-05-11-21-46-40
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,93.02,0.00,EUR,2026-05-11-21-46-40
NLBNPIT300H4,Stellantis,81.56,0.00,EUR,2026-05-11-21-46-40
