isin,name,ask,bid,currency,dt
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,97.13,0.00,EUR,2026-03-31-14-05-48
NLBNPIT302W9,Intesa Sanpaolo Unicredit,100.46,0.00,EUR,2026-03-31-14-05-48
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,102.20,0.00,EUR,2026-03-31-14-05-48
NLBNPIT300T9,Tesla,93.06,0.00,EUR,2026-03-31-14-05-48
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,92.98,0.00,EUR,2026-03-31-14-05-48
NLBNPIT303A3,Nvidia Intel Tesla Meta,95.67,0.00,EUR,2026-03-31-14-05-48
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,95.71,0.00,EUR,2026-03-31-14-05-48
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,96.07,0.00,EUR,2026-03-31-14-05-48
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,101.45,0.00,EUR,2026-03-31-14-05-48
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,99.16,0.00,EUR,2026-03-31-14-05-48
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,101.06,0.00,EUR,2026-03-31-14-05-48
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,75.41,0.00,EUR,2026-03-31-14-05-48
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,100.09,0.00,EUR,2026-03-31-14-05-48
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,99.52,0.00,EUR,2026-03-31-14-05-48
NLBNPIT300H4,Stellantis,79.80,0.00,EUR,2026-03-31-14-05-48
NLBNPIT30358,A2A Engie Veolia E.on,102.14,0.00,EUR,2026-03-31-14-05-48
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,101.25,0.00,EUR,2026-03-31-14-05-48
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,74.68,0.00,EUR,2026-03-31-14-05-48
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,47.27,0.00,EUR,2026-03-31-14-05-48
