isin,name,ask,bid,currency,dt
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,100.07,0.00,EUR,2026-05-04-09-21-49
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,102.85,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303N6,Coherent Leonardo Rheinmetall,101.00,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303D7,Bper Intesa Sanpaolo,99.92,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,100.99,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,99.23,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303E5,Banca MPS Santander,99.68,0.00,EUR,2026-05-04-09-21-49
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,94.04,0.00,EUR,2026-05-04-09-21-49
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,93.09,0.00,EUR,2026-05-04-09-21-49
NLBNPIT300H4,Stellantis,79.97,0.00,EUR,2026-05-04-09-21-49
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,79.51,0.00,EUR,2026-05-04-09-21-49
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,107.04,0.00,EUR,2026-05-04-09-21-49
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,84.95,0.00,EUR,2026-05-04-09-21-49
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,98.86,0.00,EUR,2026-05-04-09-21-49
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,95.20,0.00,EUR,2026-05-04-09-21-49
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,55.02,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303A3,Nvidia Intel Tesla Meta,109.57,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,98.84,0.00,EUR,2026-05-04-09-21-49
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,108.30,0.00,EUR,2026-05-04-09-21-49
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,96.58,0.00,EUR,2026-05-04-09-21-49
NLBNPIT302W9,Intesa Sanpaolo Unicredit,104.24,0.00,EUR,2026-05-04-09-21-49
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,105.48,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303S5,AMD Dell Meta,102.17,0.00,EUR,2026-05-04-09-21-49
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,95.32,0.00,EUR,2026-05-04-09-21-49
NLBNPIT300T9,Tesla Step-Down Cash Collect,97.29,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,99.08,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,99.98,0.00,EUR,2026-05-04-09-21-49
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,105.57,0.00,EUR,2026-05-04-09-21-49
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,102.84,0.00,EUR,2026-05-04-09-21-49
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,99.35,0.00,EUR,2026-05-04-09-21-49
NLBNPIT30358,A2A Engie Veolia E.on,102.83,0.00,EUR,2026-05-04-09-21-49
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,102.56,0.00,EUR,2026-05-04-09-21-49
