isin,name,ask,bid,currency,dt
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,73.95,0.00,EUR,2026-03-30-22-21-42
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,97.57,0.00,EUR,2026-03-30-22-21-42
NLBNPIT303A3,Nvidia Intel Tesla Meta,95.36,0.00,EUR,2026-03-30-22-21-42
NLBNPIT300T9,Tesla,93.38,0.00,EUR,2026-03-30-22-21-42
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,96.38,0.00,EUR,2026-03-30-22-21-42
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,101.05,0.00,EUR,2026-03-30-22-21-42
NLBNPIT302W9,Intesa Sanpaolo Unicredit,99.20,0.00,EUR,2026-03-30-22-21-42
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,100.00,0.00,EUR,2026-03-30-22-21-42
NLBNPIT300H4,Stellantis,79.82,0.00,EUR,2026-03-30-22-21-42
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,92.91,0.00,EUR,2026-03-30-22-21-42
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,94.68,0.00,EUR,2026-03-30-22-21-42
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,100.65,0.00,EUR,2026-03-30-22-21-42
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,93.48,0.00,EUR,2026-03-30-22-21-42
NLBNPIT30358,A2A Engie Veolia E.on,101.06,0.00,EUR,2026-03-30-22-21-42
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,99.13,0.00,EUR,2026-03-30-22-21-42
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,95.56,0.00,EUR,2026-03-30-22-21-42
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,99.58,0.00,EUR,2026-03-30-22-21-42
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,47.13,0.00,EUR,2026-03-30-22-21-42
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,100.50,0.00,EUR,2026-03-30-22-21-42
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,75.37,0.00,EUR,2026-03-30-22-21-42
