isin,name,ask,bid,currency,dt
NLBNPIT303D7,Bper Intesa Sanpaolo,99.82,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303E5,Banca MPS Santander,98.97,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,98.80,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,98.93,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,98.99,0.00,EUR,2026-05-05-10-43-56
NLBNPIT302W9,Intesa Sanpaolo Unicredit,104.09,0.00,EUR,2026-05-05-10-43-56
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,93.54,0.00,EUR,2026-05-05-10-43-56
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,98.19,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,99.35,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303S5,AMD Dell Meta,102.18,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,99.94,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,100.88,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303N6,Coherent Leonardo Rheinmetall,100.20,0.00,EUR,2026-05-05-10-43-56
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,56.09,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,98.42,0.00,EUR,2026-05-05-10-43-56
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,102.85,0.00,EUR,2026-05-05-10-43-56
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,108.09,0.00,EUR,2026-05-05-10-43-56
NLBNPIT300H4,Stellantis,79.65,0.00,EUR,2026-05-05-10-43-56
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,102.73,0.00,EUR,2026-05-05-10-43-56
NLBNPIT30358,A2A Engie Veolia E.on,102.63,0.00,EUR,2026-05-05-10-43-56
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,105.90,0.00,EUR,2026-05-05-10-43-56
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,94.26,0.00,EUR,2026-05-05-10-43-56
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,105.33,0.00,EUR,2026-05-05-10-43-56
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,96.67,0.00,EUR,2026-05-05-10-43-56
NLBNPIT300T9,Tesla Step-Down Cash Collect,97.28,0.00,EUR,2026-05-05-10-43-56
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,80.31,0.00,EUR,2026-05-05-10-43-56
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,102.18,0.00,EUR,2026-05-05-10-43-56
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,87.71,0.00,EUR,2026-05-05-10-43-56
NLBNPIT303A3,Nvidia Intel Tesla Meta,109.86,0.00,EUR,2026-05-05-10-43-56
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,93.68,0.00,EUR,2026-05-05-10-43-56
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,104.72,0.00,EUR,2026-05-05-10-43-56
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,95.63,0.00,EUR,2026-05-05-10-43-56
