isin,name,ask,bid,currency,dt
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,99.49,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,97.81,0.00,EUR,2026-04-23-09-56-34
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,108.13,0.00,EUR,2026-04-23-09-56-34
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,79.96,0.00,EUR,2026-04-23-09-56-34
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,105.26,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,101.01,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,98.73,0.00,EUR,2026-04-23-09-56-34
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,96.94,0.00,EUR,2026-04-23-09-56-34
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,98.22,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,98.68,0.00,EUR,2026-04-23-09-56-34
NLBNPIT300C5,BANCA MONTE DEI PASCHI DI SIENA Step-Down Cash Collect,97.09,0.00,EUR,2026-04-23-09-56-34
NLBNPIT300T9,Tesla Step-Down Cash Collect,96.59,0.00,EUR,2026-04-23-09-56-34
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,102.41,0.00,EUR,2026-04-23-09-56-34
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,95.12,0.00,EUR,2026-04-23-09-56-34
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,93.20,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303D7,Bper Intesa Sanpaolo,98.97,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,98.18,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,101.45,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303E5,Banca MPS Santander,98.86,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303N6,Coherent Leonardo Rheinmetall,99.97,0.00,EUR,2026-04-23-09-56-34
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,99.01,0.00,EUR,2026-04-23-09-56-34
NLBNPIT300H4,Stellantis,89.68,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303A3,Nvidia Intel Tesla Meta,108.45,0.00,EUR,2026-04-23-09-56-34
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,96.52,0.00,EUR,2026-04-23-09-56-34
NLBNPIT302W9,Intesa Sanpaolo Unicredit,104.46,0.00,EUR,2026-04-23-09-56-34
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,55.94,0.00,EUR,2026-04-23-09-56-34
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,105.48,0.00,EUR,2026-04-23-09-56-34
NLBNPIT303S5,AMD Dell Meta,100.62,0.00,EUR,2026-04-23-09-56-34
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,107.00,0.00,EUR,2026-04-23-09-56-34
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,102.52,0.00,EUR,2026-04-23-09-56-34
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,86.85,0.00,EUR,2026-04-23-09-56-34
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,106.13,0.00,EUR,2026-04-23-09-56-34
NLBNPIT30358,A2A Engie Veolia E.on,103.27,0.00,EUR,2026-04-23-09-56-34
