isin,name,ask,bid,currency,dt
NLBNPIT303N6,Coherent Leonardo Rheinmetall,99.92,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,100.86,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303D7,Bper Intesa Sanpaolo,98.72,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,98.29,0.00,EUR,2026-04-23-11-48-07
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,98.86,0.00,EUR,2026-04-23-11-48-07
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,104.76,0.00,EUR,2026-04-23-11-48-07
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,106.54,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,100.84,0.00,EUR,2026-04-23-11-48-07
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,94.76,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303S5,AMD Dell Meta,100.48,0.00,EUR,2026-04-23-11-48-07
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,86.49,0.00,EUR,2026-04-23-11-48-07
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,96.78,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,97.78,0.00,EUR,2026-04-23-11-48-07
NLBNPIT30358,A2A Engie Veolia E.on,103.30,0.00,EUR,2026-04-23-11-48-07
NLBNPIT302W9,Intesa Sanpaolo Unicredit,104.10,0.00,EUR,2026-04-23-11-48-07
NLBNPIT300T9,Tesla Step-Down Cash Collect,96.28,0.00,EUR,2026-04-23-11-48-07
NLBNPIT300H4,Stellantis,89.50,0.00,EUR,2026-04-23-11-48-07
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,55.61,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303E5,Banca MPS Santander,98.12,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,98.95,0.00,EUR,2026-04-23-11-48-07
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,105.12,0.00,EUR,2026-04-23-11-48-07
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,95.85,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,97.61,0.00,EUR,2026-04-23-11-48-07
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,79.86,0.00,EUR,2026-04-23-11-48-07
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,107.63,0.00,EUR,2026-04-23-11-48-07
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,102.33,0.00,EUR,2026-04-23-11-48-07
NLBNPIT300C5,BANCA MONTE DEI PASCHI DI SIENA Step-Down Cash Collect,96.70,0.00,EUR,2026-04-23-11-48-07
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,102.17,0.00,EUR,2026-04-23-11-48-07
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,97.67,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,98.09,0.00,EUR,2026-04-23-11-48-07
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,93.42,0.00,EUR,2026-04-23-11-48-07
NLBNPIT303A3,Nvidia Intel Tesla Meta,108.16,0.00,EUR,2026-04-23-11-48-07
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,105.72,0.00,EUR,2026-04-23-11-48-07
