isin,name,ask,bid,currency,dt
NLBNPIT300H4,Stellantis,90.39,0.00,EUR,2026-04-21-10-23-27
NLBNPIT302W9,Intesa Sanpaolo Unicredit,105.71,0.00,EUR,2026-04-21-10-23-27
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,106.00,0.00,EUR,2026-04-21-10-23-27
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,108.80,0.00,EUR,2026-04-21-10-23-27
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,98.28,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303S5,AMD Dell Meta,99.90,0.00,EUR,2026-04-21-10-23-27
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,103.23,0.00,EUR,2026-04-21-10-23-27
NLBNPIT300T9,Tesla,97.54,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,100.42,0.00,EUR,2026-04-21-10-23-27
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,79.44,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,100.68,0.00,EUR,2026-04-21-10-23-27
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,101.90,0.00,EUR,2026-04-21-10-23-27
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,106.64,0.00,EUR,2026-04-21-10-23-27
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,90.61,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303E5,Banca MPS Santander,100.72,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,100.69,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303N6,Coherent Leonardo Rheinmetall,100.73,0.00,EUR,2026-04-21-10-23-27
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,100.01,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,99.97,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303D7,Bper Intesa Sanpaolo,100.23,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,100.14,0.00,EUR,2026-04-21-10-23-27
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,106.91,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303A3,Nvidia Intel Tesla Meta,108.94,0.00,EUR,2026-04-21-10-23-27
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,96.62,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,100.65,0.00,EUR,2026-04-21-10-23-27
NLBNPIT30358,A2A Engie Veolia E.on,102.62,0.00,EUR,2026-04-21-10-23-27
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,56.81,0.00,EUR,2026-04-21-10-23-27
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,85.85,0.00,EUR,2026-04-21-10-23-27
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,98.47,0.00,EUR,2026-04-21-10-23-27
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,100.67,0.00,EUR,2026-04-21-10-23-27
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,109.65,0.00,EUR,2026-04-21-10-23-27
