isin,name,ask,bid,currency,dt
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,110.01,0.00,EUR,2026-04-16-09-30-04
NLBNPIT303A3,Nvidia Intel Tesla Meta,108.09,0.00,EUR,2026-04-16-09-30-04
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,58.27,0.00,EUR,2026-04-16-09-30-04
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,103.00,0.00,EUR,2026-04-16-09-30-04
NLBNPIT30358,A2A Engie Veolia E.on,102.95,0.00,EUR,2026-04-16-09-30-04
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,106.77,0.00,EUR,2026-04-16-09-30-04
NLBNPIT300H4,Stellantis,88.40,0.00,EUR,2026-04-16-09-30-04
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,98.28,0.00,EUR,2026-04-16-09-30-04
NLBNPIT302W9,Intesa Sanpaolo Unicredit,105.63,0.00,EUR,2026-04-16-09-30-04
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,103.05,0.00,EUR,2026-04-16-09-30-04
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,97.65,0.00,EUR,2026-04-16-09-30-04
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,101.03,0.00,EUR,2026-04-16-09-30-04
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,78.74,0.00,EUR,2026-04-16-09-30-04
NLBNPIT300T9,Tesla,97.50,0.00,EUR,2026-04-16-09-30-04
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,91.46,0.00,EUR,2026-04-16-09-30-04
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,83.76,0.00,EUR,2026-04-16-09-30-04
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,106.67,0.00,EUR,2026-04-16-09-30-04
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,108.24,0.00,EUR,2026-04-16-09-30-04
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,96.42,0.00,EUR,2026-04-16-09-30-04
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,105.02,0.00,EUR,2026-04-16-09-30-04
