isin,name,ask,bid,currency,dt
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,100.20,0.00,EUR,2026-05-20-16-11-16
NLBNPIT304E3,Intesa Sanpaolo | Banco BPM - Coupon: 0,100.46,0.00,EUR,2026-05-20-16-11-16
NLBNPIT304G8,Banca Generali | Unicredit | Banca MPS | Bper - Coupon: 1,99.98,0.00,EUR,2026-05-20-16-11-16
NLBNPIT304N4,ASML Holdings | Stellantis | CommerzBank | Siemens Energy - Coupon: 1,100.82,0.00,EUR,2026-05-20-16-11-16
NLBNPIT300H4,Stellantis,81.28,0.00,EUR,2026-05-20-16-11-16
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,73.98,0.00,EUR,2026-05-20-16-11-16
NLBNPIT304D5,Banca MPS | Intesa Sanpaolo | Banco BPM - Coupon: 1,100.17,0.00,EUR,2026-05-20-16-11-16
NLBNPIT304Q7,Alphabet | Microsoft | C3.AI - Coupon: 1,99.91,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,100.32,0.00,EUR,2026-05-20-16-11-16
NLBNPIT304P9,Enel | Siemens Energy | Endesa - Coupon: 1,100.71,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,101.56,0.00,EUR,2026-05-20-16-11-16
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,106.68,0.00,EUR,2026-05-20-16-11-16
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,101.49,0.00,EUR,2026-05-20-16-11-16
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,96.56,0.00,EUR,2026-05-20-16-11-16
NLBNPIT2EPV5,Amazon Meta MSFT Nvidia Premi Fissi Cash Collect 11% 13-05,96.85,0.00,EUR,2026-05-20-16-11-16
NLBNPIT304J2,Enel | Poste Italiane | Leonardo - Coupon: 0,100.41,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303N6,Coherent Leonardo Rheinmetall,99.03,0.00,EUR,2026-05-20-16-11-16
NLBNPIT300T9,Tesla Step-Down Cash Collect,98.52,0.00,EUR,2026-05-20-16-11-16
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,91.52,0.00,EUR,2026-05-20-16-11-16
NLBNPIT302W9,Intesa Sanpaolo Unicredit,106.19,0.00,EUR,2026-05-20-16-11-16
NLBNPIT2XBR3,BPM Kering Moncler STM Premi Fissi Cash Collect 15% 11-06,95.89,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303E5,Banca MPS Santander,100.00,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,101.37,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303A3,Nvidia Intel Tesla Meta,111.82,0.00,EUR,2026-05-20-16-11-16
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,110.19,0.00,EUR,2026-05-20-16-11-16
NLBNPIT30358,A2A Engie Veolia E.on,103.36,0.00,EUR,2026-05-20-16-11-16
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,87.71,0.00,EUR,2026-05-20-16-11-16
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect 14% 13-05,92.10,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,100.58,0.00,EUR,2026-05-20-16-11-16
NLBNPIT2SP93,AMD Google Amazon Meta Premi Fissi Cash Collect 11% 03-06,98.48,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,100.68,0.00,EUR,2026-05-20-16-11-16
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,105.90,0.00,EUR,2026-05-20-16-11-16
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,93.36,0.00,EUR,2026-05-20-16-11-16
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,106.71,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303S5,AMD Dell Meta,104.56,0.00,EUR,2026-05-20-16-11-16
NLBNPIT304M6,Rheinmetall | Fincantieri | Boeing - Coupon: 1,100.42,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303D7,Bper Intesa Sanpaolo,99.26,0.00,EUR,2026-05-20-16-11-16
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,100.74,0.00,EUR,2026-05-20-16-11-16
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,52.02,0.00,EUR,2026-05-20-16-11-16
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,106.25,0.00,EUR,2026-05-20-16-11-16
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,96.71,0.00,EUR,2026-05-20-16-11-16
NLBNPIT304S3,Bayer | Eli Lilly | Merck & co - Coupon: 1,100.42,0.00,EUR,2026-05-20-16-11-16
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,94.02,0.00,EUR,2026-05-20-16-11-16
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,108.64,0.00,EUR,2026-05-20-16-11-16
NLBNPIT21T57,Mercedes Ford Tesla Step-Down Cash Collect,95.06,0.00,EUR,2026-05-20-16-11-16
