isin,name,ask,bid,currency,dt
NLBNPIT304N4,ASML Holdings | Stellantis | CommerzBank | Siemens Energy - Coupon: 1,101.08,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,100.86,0.00,EUR,2026-05-21-09-19-01
NLBNPIT300T9,Tesla Step-Down Cash Collect,99.52,0.00,EUR,2026-05-21-09-19-01
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,94.00,0.00,EUR,2026-05-21-09-19-01
NLBNPIT21T57,Mercedes Ford Tesla Step-Down Cash Collect,95.73,0.00,EUR,2026-05-21-09-19-01
NLBNPIT300H4,Stellantis,82.43,0.00,EUR,2026-05-21-09-19-01
NLBNPIT304J2,Enel | Poste Italiane | Leonardo - Coupon: 0,100.67,0.00,EUR,2026-05-21-09-19-01
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,95.40,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303E5,Banca MPS Santander,100.62,0.00,EUR,2026-05-21-09-19-01
NLBNPIT2SP93,AMD Google Amazon Meta Premi Fissi Cash Collect 11% 03-06,98.78,0.00,EUR,2026-05-21-09-19-01
NLBNPIT304M6,Rheinmetall | Fincantieri | Boeing - Coupon: 1,100.96,0.00,EUR,2026-05-21-09-19-01
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,91.88,0.00,EUR,2026-05-21-09-19-01
NLBNPIT304E3,Intesa Sanpaolo | Banco BPM - Coupon: 0,100.87,0.00,EUR,2026-05-21-09-19-01
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,93.73,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303D7,Bper Intesa Sanpaolo,99.62,0.00,EUR,2026-05-21-09-19-01
NLBNPIT304P9,Enel | Siemens Energy | Endesa - Coupon: 1,100.88,0.00,EUR,2026-05-21-09-19-01
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,89.12,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,101.77,0.00,EUR,2026-05-21-09-19-01
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,54.24,0.00,EUR,2026-05-21-09-19-01
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,108.99,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,101.34,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303S5,AMD Dell Meta,104.51,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303A3,Nvidia Intel Tesla Meta,112.44,0.00,EUR,2026-05-21-09-19-01
NLBNPIT2XBR3,BPM Kering Moncler STM Premi Fissi Cash Collect 15% 11-06,97.06,0.00,EUR,2026-05-21-09-19-01
NLBNPIT304Q7,Alphabet | Microsoft | C3.AI - Coupon: 1,100.80,0.00,EUR,2026-05-21-09-19-01
NLBNPIT302W9,Intesa Sanpaolo Unicredit,106.44,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303N6,Coherent Leonardo Rheinmetall,99.18,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,102.28,0.00,EUR,2026-05-21-09-19-01
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,106.95,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,101.17,0.00,EUR,2026-05-21-09-19-01
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,96.74,0.00,EUR,2026-05-21-09-19-01
NLBNPIT30358,A2A Engie Veolia E.on,103.47,0.00,EUR,2026-05-21-09-19-01
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect 14% 13-05,93.71,0.00,EUR,2026-05-21-09-19-01
NLBNPIT304D5,Banca MPS | Intesa Sanpaolo | Banco BPM - Coupon: 1,100.63,0.00,EUR,2026-05-21-09-19-01
NLBNPIT2EPV5,Amazon Meta MSFT Nvidia Premi Fissi Cash Collect 11% 13-05,97.21,0.00,EUR,2026-05-21-09-19-01
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,110.45,0.00,EUR,2026-05-21-09-19-01
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,106.28,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,100.63,0.00,EUR,2026-05-21-09-19-01
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,100.09,0.00,EUR,2026-05-21-09-19-01
NLBNPIT304S3,Bayer | Eli Lilly | Merck & co - Coupon: 1,100.44,0.00,EUR,2026-05-21-09-19-01
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,74.27,0.00,EUR,2026-05-21-09-19-01
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,106.64,0.00,EUR,2026-05-21-09-19-01
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,101.13,0.00,EUR,2026-05-21-09-19-01
NLBNPIT304G8,Banca Generali | Unicredit | Banca MPS | Bper - Coupon: 1,100.48,0.00,EUR,2026-05-21-09-19-01
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,106.31,0.00,EUR,2026-05-21-09-19-01
