isin,name,ask,bid,currency,dt
NLBNPIT304M6,Rheinmetall | Fincantieri | Boeing - Coupon: 1.25% (15% p.a.) - Barrier: 55%,99.08,0.00,EUR,2026-06-03-10-22-04
NLBNPIT304E3,Intesa Sanpaolo | Banco BPM - Coupon: 0.9% (10.80% p.a.) - Barrier: 60%,100.51,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303D7,Bper Intesa Sanpaolo,99.66,0.00,EUR,2026-06-03-10-22-04
NLBNPIT2EPV5,Amazon Meta MSFT Nvidia Premi Fissi Cash Collect 11% 13-05,97.19,0.00,EUR,2026-06-03-10-22-04
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,99.05,0.00,EUR,2026-06-03-10-22-04
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,107.19,0.00,EUR,2026-06-03-10-22-04
NLBNPIT304Q7,Alphabet | Microsoft | C3.AI - Coupon: 1.6% (19.80% p.a.) - Barrier: 45%,101.91,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303A3,Nvidia Intel Tesla Meta,111.72,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303N6,Coherent Leonardo Rheinmetall,100.16,0.00,EUR,2026-06-03-10-22-04
NLBNPIT304D5,Banca MPS | Intesa Sanpaolo | Banco BPM - Coupon: 1.10% (13.20% p.a.) - Barrier: 55%,100.61,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303S5,AMD Dell Meta,106.91,0.00,EUR,2026-06-03-10-22-04
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,64.54,0.00,EUR,2026-06-03-10-22-04
NLBNPIT2SP93,AMD Google Amazon Meta Premi Fissi Cash Collect 11% 03-06,98.52,0.00,EUR,2026-06-03-10-22-04
NLBNPIT304N4,ASML Holdings | Stellantis | CommerzBank | Siemens Energy - Coupon: 1.65% (19.80% p.a.) - Barrier: 45%,99.91,0.00,EUR,2026-06-03-10-22-04
NLBNPIT304P9,Enel | Siemens Energy | Endesa - Coupon: 1.10% (13.20% p.a.) - Barrier: 50%,97.99,0.00,EUR,2026-06-03-10-22-04
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,101.39,0.00,EUR,2026-06-03-10-22-04
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,109.66,0.00,EUR,2026-06-03-10-22-04
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,102.96,0.00,EUR,2026-06-03-10-22-04
NLBNPIT304S3,Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%,97.51,0.00,EUR,2026-06-03-10-22-04
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,95.06,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,99.49,0.00,EUR,2026-06-03-10-22-04
NLBNPIT2XBR3,BPM Kering Moncler STM Premi Fissi Cash Collect 15% 11-06,98.57,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,101.18,0.00,EUR,2026-06-03-10-22-04
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,93.41,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,100.68,0.00,EUR,2026-06-03-10-22-04
NLBNPIT300T9,Tesla Step-Down Cash Collect,98.47,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303E5,Banca MPS Santander,101.12,0.00,EUR,2026-06-03-10-22-04
NLBNPIT30358,A2A Engie Veolia E.on,102.92,0.00,EUR,2026-06-03-10-22-04
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,110.33,0.00,EUR,2026-06-03-10-22-04
NLBNPIT304G8,Banca Generali | Unicredit | Banca MPS | Bper - Coupon: 1.27% (15.24% p.a.) - Barrier: 60%,100.27,0.00,EUR,2026-06-03-10-22-04
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,106.64,0.00,EUR,2026-06-03-10-22-04
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,71.25,0.00,EUR,2026-06-03-10-22-04
NLBNPIT21T57,Mercedes Ford Tesla Step-Down Cash Collect,97.19,0.00,EUR,2026-06-03-10-22-04
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,89.52,0.00,EUR,2026-06-03-10-22-04
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect 14% 13-05,94.54,0.00,EUR,2026-06-03-10-22-04
NLBNPIT304J2,Enel | Poste Italiane | Leonardo - Coupon: 0.98% (11.76% p.a.) - Barrier: 60%,100.42,0.00,EUR,2026-06-03-10-22-04
NLBNPIT302W9,Intesa Sanpaolo Unicredit,106.72,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,100.90,0.00,EUR,2026-06-03-10-22-04
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,106.01,0.00,EUR,2026-06-03-10-22-04
NLBNPIT300H4,Stellantis,81.82,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,100.29,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,100.85,0.00,EUR,2026-06-03-10-22-04
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,94.22,0.00,EUR,2026-06-03-10-22-04
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,100.82,0.00,EUR,2026-06-03-10-22-04
