isin;name;ask;bid;currency;dt
NLBNPIT304W5;EURO STOXX® Banks, EURO STOXX® (Utilities), ESTX (Technology), ESTX (Insurance)  - Coupon: 1% (-% p.a.) - Barrier: 60%;101.05;0.00;EUR;2026-07-27-10-20-52
NLBNPIT302V1;Certificato NLBNPIT302V1 - Coupon: -% (-% p.a.) - Barrier: -%;103.40;0.00;EUR;2026-07-27-10-20-52
NLBNPIT30374;Certificato NLBNPIT30374 - Coupon: -% (-% p.a.) - Barrier: -%;86.51;0.00;EUR;2026-07-27-10-20-52
NLBNPIT305D2;Infineon Intel Micron - Low Barrier Cash Collect - Coupon: 2.15% (-% p.a.) - Barrier: 30%;92.95;0.00;EUR;2026-07-27-10-20-52
NLBNPIT303I6;Certificato NLBNPIT303I6 - Coupon: -% (-% p.a.) - Barrier: -%;104.39;0.00;EUR;2026-07-27-10-20-52
NLBNPIT304W5;EURO STOXX® Banks, EURO STOXX® (Utilities), ESTX (Technology), ESTX (Insurance) Memory Cash Collect - Coupon: 1% - Barrier: 60%;101.05;0.00;EUR;2026-07-27-10-20-52
NLBNPIT2HHH4;ERG | Ferrari | Leonardo | Moncler - Coupon: 1.20% (14.00% p.a.) - Barrier: 55%;94.11;0.00;EUR;2026-07-27-10-20-52
NLBNPIT303S5;Certificato NLBNPIT303S5 - Coupon: -% (-% p.a.) - Barrier: -%;102.54;0.00;EUR;2026-07-27-10-20-52
NLBNPIT304E3;Certificato NLBNPIT304E3 - Coupon: -% (-% p.a.) - Barrier: -%;103.28;0.00;EUR;2026-07-27-10-20-52
NLBNPIT305H3;Certificato NLBNPIT305H3 - Coupon: -% (-% p.a.) - Barrier: -%;101.58;0.00;EUR;2026-07-27-10-20-52
NLBNPIT303O4;Certificato NLBNPIT303O4 - Coupon: -% (-% p.a.) - Barrier: -%;94.39;0.00;EUR;2026-07-27-10-20-52
NLBNPIT304L8;Certificato NLBNPIT304L8 - Coupon: -% (-% p.a.) - Barrier: -%;100.29;0.00;EUR;2026-07-27-10-20-52
NLBNPIT304S3;Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%;104.74;0.00;EUR;2026-07-27-10-20-52
NLBNPIT21TB7;C3.AI | KLA | UiPath - Coupon: 1.30% (15.60% p.a.) - Barrier: 40%;47.58;0.00;EUR;2026-07-27-10-20-52
NLBNPIT304N4;Certificato NLBNPIT304N4 - Coupon: -% (-% p.a.) - Barrier: -%;96.35;0.00;EUR;2026-07-27-10-20-52
NLBNPIT1R379;CAC 40 ESG, EURO STOXX 50 ESG Memory Cash Collect - Coupon: 1.4% (5.6% p.a.) - Barrier: 70%;99.73;0.00;EUR;2026-07-27-10-20-52
NLBNPIT302W9;Certificato NLBNPIT302W9 - Coupon: -% (-% p.a.) - Barrier: -%;102.80;0.00;EUR;2026-07-27-10-20-52
NLBNPIT305X0;SPACEX Protection Booster  - Coupon: 1% (12% p.a.) - Barrier: 40%;894.57;0.00;EUR;2026-07-27-10-20-52
NLBNPIT304G8;Certificato NLBNPIT304G8 - Coupon: -% (-% p.a.) - Barrier: -%;105.45;0.00;EUR;2026-07-27-10-20-52
NLBNPIT305Z5;SpaceX - Coupon: 0.97% (11.64% p.a.) - Barrier: 40%;913.77;0.00;EUR;2026-07-27-10-20-52
NLBNPIT304Z8;EURO STOXX 50®, FTSE MIB Index, Kospi 200, Nikkei 225 Memory Cash Collect - Coupon: 1.30% (-% p.a.) - Barrier: 50%;98.94;0.00;EUR;2026-07-27-10-20-52
NLBNPIT30382;BP PLC, Equinor, Repsol, TotalEnergies Protection - Coupon: 0.85% (-% p.a.) - Barrier: 60%;96.67;0.00;EUR;2026-07-27-10-20-52
