isin,name,ask,bid,currency,dt
NLBNPIT303D7,Bper Intesa Sanpaolo,102.10,0.00,EUR,2026-06-09-10-04-59
NLBNPIT304G8,Banca Generali | Unicredit | Banca MPS | Bper - Coupon: 1.27% (15.24% p.a.) - Barrier: 60%,103.46,0.00,EUR,2026-06-09-10-04-59
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,104.75,0.00,EUR,2026-06-09-10-04-59
NLBNPIT303S5,AMD Dell Meta,105.89,0.00,EUR,2026-06-09-10-04-59
NLBNPIT304Q7,Alphabet | Microsoft | C3.AI - Coupon: 1.6% (19.80% p.a.) - Barrier: 45%,101.38,0.00,EUR,2026-06-09-10-04-59
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,105.82,0.00,EUR,2026-06-09-10-04-59
NLBNPIT303A3,Nvidia Intel Tesla Meta,111.03,0.00,EUR,2026-06-09-10-04-59
NLBNPIT30358,A2A Engie Veolia E.on,103.67,0.00,EUR,2026-06-09-10-04-59
NLBNPIT300H4,Stellantis,79.33,0.00,EUR,2026-06-09-10-04-59
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,107.86,0.00,EUR,2026-06-09-10-04-59
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,94.57,0.00,EUR,2026-06-09-10-04-59
NLBNPIT2XBR3,BPM Kering Moncler STM Premi Fissi Cash Collect 15% 11-06,99.18,0.00,EUR,2026-06-09-10-04-59
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,101.09,0.00,EUR,2026-06-09-10-04-59
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,91.01,0.00,EUR,2026-06-09-10-04-59
NLBNPIT302W9,Intesa Sanpaolo Unicredit,106.58,0.00,EUR,2026-06-09-10-04-59
NLBNPIT303N6,Coherent Leonardo Rheinmetall,99.67,0.00,EUR,2026-06-09-10-04-59
NLBNPIT304N4,ASML Holdings | Stellantis | CommerzBank | Siemens Energy - Coupon: 1.65% (19.80% p.a.) - Barrier: 45%,100.11,0.00,EUR,2026-06-09-10-04-59
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,101.16,0.00,EUR,2026-06-09-10-04-59
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,100.61,0.00,EUR,2026-06-09-10-04-59
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,111.50,0.00,EUR,2026-06-09-10-04-59
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,107.13,0.00,EUR,2026-06-09-10-04-59
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,94.58,0.00,EUR,2026-06-09-10-04-59
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,92.28,0.00,EUR,2026-06-09-10-04-59
NLBNPIT304M6,Rheinmetall | Fincantieri | Boeing - Coupon: 1.25% (15% p.a.) - Barrier: 55%,99.81,0.00,EUR,2026-06-09-10-04-59
NLBNPIT304E3,Intesa Sanpaolo | Banco BPM - Coupon: 0.9% (10.80% p.a.) - Barrier: 60%,100.77,0.00,EUR,2026-06-09-10-04-59
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,104.37,0.00,EUR,2026-06-09-10-04-59
NLBNPIT300T9,Tesla Step-Down Cash Collect,97.61,0.00,EUR,2026-06-09-10-04-59
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,104.40,0.00,EUR,2026-06-09-10-04-59
NLBNPIT304D5,Banca MPS | Intesa Sanpaolo | Banco BPM - Coupon: 1.10% (13.20% p.a.) - Barrier: 55%,103.57,0.00,EUR,2026-06-09-10-04-59
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,101.87,0.00,EUR,2026-06-09-10-04-59
NLBNPIT304J2,Enel | Poste Italiane | Leonardo - Coupon: 0.98% (11.76% p.a.) - Barrier: 60%,101.69,0.00,EUR,2026-06-09-10-04-59
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,101.42,0.00,EUR,2026-06-09-10-04-59
NLBNPIT304P9,Enel | Siemens Energy | Endesa - Coupon: 1.10% (13.20% p.a.) - Barrier: 50%,98.57,0.00,EUR,2026-06-09-10-04-59
