isin,name,ask,bid,currency,dt
NLBNPIT304P9,Enel | Siemens Energy | Endesa - Coupon: 1.10% (13.20% p.a.) - Barrier: 50%,98.22,0.00,EUR,2026-05-29-18-12-51
NLBNPIT304Q7,Alphabet | Microsoft | C3.AI - Coupon: 1.6% (19.80% p.a.) - Barrier: 45%,102.65,0.00,EUR,2026-05-29-18-12-51
NLBNPIT2SP93,AMD Google Amazon Meta Premi Fissi Cash Collect 11% 03-06,100.31,0.00,EUR,2026-05-29-18-12-51
NLBNPIT304G8,Banca Generali | Unicredit | Banca MPS | Bper - Coupon: 1.27% (15.24% p.a.) - Barrier: 60%,101.11,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303S5,AMD Dell Meta,107.72,0.00,EUR,2026-05-29-18-12-51
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,107.23,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,101.75,0.00,EUR,2026-05-29-18-12-51
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,101.21,0.00,EUR,2026-05-29-18-12-51
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,100.15,0.00,EUR,2026-05-29-18-12-51
NLBNPIT304S3,Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%,99.72,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,100.08,0.00,EUR,2026-05-29-18-12-51
NLBNPIT2XBR3,BPM Kering Moncler STM Premi Fissi Cash Collect 15% 11-06,99.46,0.00,EUR,2026-05-29-18-12-51
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,97.52,0.00,EUR,2026-05-29-18-12-51
NLBNPIT302W9,Intesa Sanpaolo Unicredit,106.73,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303D7,Bper Intesa Sanpaolo,100.41,0.00,EUR,2026-05-29-18-12-51
NLBNPIT2EPV5,Amazon Meta MSFT Nvidia Premi Fissi Cash Collect 11% 13-05,98.76,0.00,EUR,2026-05-29-18-12-51
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,93.94,0.00,EUR,2026-05-29-18-12-51
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,110.02,0.00,EUR,2026-05-29-18-12-51
NLBNPIT30358,A2A Engie Veolia E.on,103.08,0.00,EUR,2026-05-29-18-12-51
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,106.22,0.00,EUR,2026-05-29-18-12-51
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,95.57,0.00,EUR,2026-05-29-18-12-51
NLBNPIT304E3,Intesa Sanpaolo | Banco BPM - Coupon: 0.9% (10.80% p.a.) - Barrier: 60%,101.42,0.00,EUR,2026-05-29-18-12-51
NLBNPIT304D5,Banca MPS | Intesa Sanpaolo | Banco BPM - Coupon: 1.10% (13.20% p.a.) - Barrier: 55%,101.73,0.00,EUR,2026-05-29-18-12-51
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,96.67,0.00,EUR,2026-05-29-18-12-51
NLBNPIT304J2,Enel | Poste Italiane | Leonardo - Coupon: 0.98% (11.76% p.a.) - Barrier: 60%,101.45,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,101.41,0.00,EUR,2026-05-29-18-12-51
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,74.81,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,100.71,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303A3,Nvidia Intel Tesla Meta,112.18,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,101.80,0.00,EUR,2026-05-29-18-12-51
NLBNPIT21T57,Mercedes Ford Tesla Step-Down Cash Collect,98.11,0.00,EUR,2026-05-29-18-12-51
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,110.60,0.00,EUR,2026-05-29-18-12-51
NLBNPIT304N4,ASML Holdings | Stellantis | CommerzBank | Siemens Energy - Coupon: 1.65% (19.80% p.a.) - Barrier: 45%,100.47,0.00,EUR,2026-05-29-18-12-51
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,105.01,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,101.56,0.00,EUR,2026-05-29-18-12-51
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,103.86,0.00,EUR,2026-05-29-18-12-51
NLBNPIT300H4,Stellantis,84.55,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303N6,Coherent Leonardo Rheinmetall,98.99,0.00,EUR,2026-05-29-18-12-51
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect 14% 13-05,94.74,0.00,EUR,2026-05-29-18-12-51
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,63.02,0.00,EUR,2026-05-29-18-12-51
NLBNPIT303E5,Banca MPS Santander,101.87,0.00,EUR,2026-05-29-18-12-51
NLBNPIT300T9,Tesla Step-Down Cash Collect,99.60,0.00,EUR,2026-05-29-18-12-51
NLBNPIT304M6,Rheinmetall | Fincantieri | Boeing - Coupon: 1.25% (15% p.a.) - Barrier: 55%,102.37,0.00,EUR,2026-05-29-18-12-51
