isin,name,ask,bid,currency,dt
NLBNPIT303N6,Coherent Leonardo Rheinmetall,98.82,0.00,EUR,2026-06-04-14-51-33
NLBNPIT304E3,Intesa Sanpaolo | Banco BPM - Coupon: 0.9% (10.80% p.a.) - Barrier: 60%,100.29,0.00,EUR,2026-06-04-14-51-33
NLBNPIT2SP93,AMD Google Amazon Meta Premi Fissi Cash Collect 11% 03-06,99.24,0.00,EUR,2026-06-04-14-51-33
NLBNPIT303D7,Bper Intesa Sanpaolo,99.64,0.00,EUR,2026-06-04-14-51-33
NLBNPIT304D5,Banca MPS | Intesa Sanpaolo | Banco BPM - Coupon: 1.10% (13.20% p.a.) - Barrier: 55%,100.15,0.00,EUR,2026-06-04-14-51-33
NLBNPIT303S5,AMD Dell Meta,106.91,0.00,EUR,2026-06-04-14-51-33
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect 14% 13-05,94.43,0.00,EUR,2026-06-04-14-51-33
NLBNPIT30358,A2A Engie Veolia E.on,103.20,0.00,EUR,2026-06-04-14-51-33
NLBNPIT304P9,Enel | Siemens Energy | Endesa - Coupon: 1.10% (13.20% p.a.) - Barrier: 50%,98.20,0.00,EUR,2026-06-04-14-51-33
NLBNPIT303A3,Nvidia Intel Tesla Meta,111.81,0.00,EUR,2026-06-04-14-51-33
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,98.44,0.00,EUR,2026-06-04-14-51-33
NLBNPIT304Q7,Alphabet | Microsoft | C3.AI - Coupon: 1.6% (19.80% p.a.) - Barrier: 45%,101.02,0.00,EUR,2026-06-04-14-51-33
NLBNPIT302W9,Intesa Sanpaolo Unicredit,106.60,0.00,EUR,2026-06-04-14-51-33
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,94.60,0.00,EUR,2026-06-04-14-51-33
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,89.86,0.00,EUR,2026-06-04-14-51-33
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,100.72,0.00,EUR,2026-06-04-14-51-33
NLBNPIT304N4,ASML Holdings | Stellantis | CommerzBank | Siemens Energy - Coupon: 1.65% (19.80% p.a.) - Barrier: 45%,100.00,0.00,EUR,2026-06-04-14-51-33
NLBNPIT2EPV5,Amazon Meta MSFT Nvidia Premi Fissi Cash Collect 11% 13-05,97.95,0.00,EUR,2026-06-04-14-51-33
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,99.46,0.00,EUR,2026-06-04-14-51-33
NLBNPIT300T9,Tesla Step-Down Cash Collect,98.64,0.00,EUR,2026-06-04-14-51-33
NLBNPIT304S3,Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%,97.76,0.00,EUR,2026-06-04-14-51-33
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,99.50,0.00,EUR,2026-06-04-14-51-33
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,93.60,0.00,EUR,2026-06-04-14-51-33
NLBNPIT21T57,Mercedes Ford Tesla Step-Down Cash Collect,96.37,0.00,EUR,2026-06-04-14-51-33
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,107.14,0.00,EUR,2026-06-04-14-51-33
