isin;name;ask;bid;currency;dt
NLBNPIT303I6;Certificato NLBNPIT303I6 - Coupon: -% (-% p.a.) - Barrier: -%;103.37;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303O4;Certificato NLBNPIT303O4 - Coupon: -% (-% p.a.) - Barrier: -%;98.26;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303F2;Certificato NLBNPIT303F2 - Coupon: -% (-% p.a.) - Barrier: -%;103.71;0.00;EUR;2026-07-02-10-06-12
NLBNPIT2XBR3;Certificato NLBNPIT2XBR3 - Coupon: -% (-% p.a.) - Barrier: -%;96.89;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303D7;Certificato NLBNPIT303D7 - Coupon: -% (-% p.a.) - Barrier: -%;101.23;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304J2;Enel | Poste Italiane | Leonardo - Coupon: 0.98% (11.76% p.a.) - Barrier: 60%;101.72;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304K0;Certificato NLBNPIT304K0 - Coupon: -% (-% p.a.) - Barrier: -%;97.78;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304D5;Certificato NLBNPIT304D5 - Coupon: -% (-% p.a.) - Barrier: -%;102.95;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303V9;Certificato NLBNPIT303V9 - Coupon: -% (-% p.a.) - Barrier: -%;84.35;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305H3;Certificato NLBNPIT305H3 - Coupon: -% (-% p.a.) - Barrier: -%;99.21;0.00;EUR;2026-07-02-10-06-12
NLBNPIT302V1;Certificato NLBNPIT302V1 - Coupon: -% (-% p.a.) - Barrier: -%;108.75;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304S3;Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%;106.49;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304Z8;Certificato NLBNPIT304Z8 - Coupon: -% (-% p.a.) - Barrier: -%;98.28;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304W5;Certificato NLBNPIT304W5 - Coupon: -% (-% p.a.) - Barrier: -%;102.08;0.00;EUR;2026-07-02-10-06-12
NLBNPIT302Y5;Banca Monte dei Paschi di Siena | Banco BPM | BPER Banca | Unicredit - Coupon: 15.60% p.a. - Barrier: 45.60%;111.87;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30374;Certificato NLBNPIT30374 - Coupon: -% (-% p.a.) - Barrier: -%;86.95;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304N4;Certificato NLBNPIT304N4 - Coupon: -% (-% p.a.) - Barrier: -%;97.47;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30150;Certificato NLBNPIT30150 - Coupon: -% (-% p.a.) - Barrier: -%;95.09;0.00;EUR;2026-07-02-10-06-12
NLBNPIT2HHH4;ERG | Ferrari | Leonardo | Moncler - Coupon: 1.20% (14.00% p.a.) - Barrier: 55%;95.73;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304Q7;Alphabet | Microsoft | C3.AI - Coupon: 1.6% (19.80% p.a.) - Barrier: 45%;99.48;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305R2;Certificato NLBNPIT305R2 - Coupon: -% (-% p.a.) - Barrier: -%;99.15;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305V4;Certificato NLBNPIT305V4 - Coupon: -% (-% p.a.) - Barrier: -%;101.79;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303W7;Certificato NLBNPIT303W7 - Coupon: -% (-% p.a.) - Barrier: -%;87.41;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30341;Certificato NLBNPIT30341 - Coupon: -% (-% p.a.) - Barrier: -%;108.17;0.00;EUR;2026-07-02-10-06-12
NLBNPIT21T57;Certificato NLBNPIT21T57 - Coupon: -% (-% p.a.) - Barrier: -%;91.60;0.00;EUR;2026-07-02-10-06-12
NLBNPIT300H4;Stellantis - Coupon: 0.90% (10.80% p.a.) - Barrier: 60%;69.14;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303G0;Certificato NLBNPIT303G0 - Coupon: -% (-% p.a.) - Barrier: -%;102.18;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30549;Certificato NLBNPIT30549 - Coupon: -% (-% p.a.) - Barrier: -%;98.93;0.00;EUR;2026-07-02-10-06-12
NLBNPIT300T9;Tesla - Coupon: 1.12% (13.44% p.a.) - Barrier: 60%;99.06;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303Y3;Certificato NLBNPIT303Y3 - Coupon: -% (-% p.a.) - Barrier: -%;81.96;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305N1;Certificato NLBNPIT305N1 - Coupon: -% (-% p.a.) - Barrier: -%;101.43;0.00;EUR;2026-07-02-10-06-12
NLBNPIT2SP93;Certificato NLBNPIT2SP93 - Coupon: -% (-% p.a.) - Barrier: -%;98.16;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30358;Certificato NLBNPIT30358 - Coupon: -% (-% p.a.) - Barrier: -%;105.47;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305C4;Certificato NLBNPIT305C4 - Coupon: -% (-% p.a.) - Barrier: -%;98.03;0.00;EUR;2026-07-02-10-06-12
NLBNPIT2TQK4;Certificato NLBNPIT2TQK4 - Coupon: -% (-% p.a.) - Barrier: -%;63.49;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304L8;Certificato NLBNPIT304L8 - Coupon: -% (-% p.a.) - Barrier: -%;98.82;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303S5;Certificato NLBNPIT303S5 - Coupon: -% (-% p.a.) - Barrier: -%;103.90;0.00;EUR;2026-07-02-10-06-12
NLBNPIT2T027;Nvidia | Palantir Technologies | Tesla - Coupon: 1.35% (16.20% p.a.) - Barrier: 45%;94.14;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303N6;Certificato NLBNPIT303N6 - Coupon: -% (-% p.a.) - Barrier: -%;89.15;0.00;EUR;2026-07-02-10-06-12
NLBNPIT302Z2;Certificato NLBNPIT302Z2 - Coupon: -% (-% p.a.) - Barrier: -%;106.10;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304G8;Certificato NLBNPIT304G8 - Coupon: -% (-% p.a.) - Barrier: -%;104.63;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303E5;Certificato NLBNPIT303E5 - Coupon: -% (-% p.a.) - Barrier: -%;103.93;0.00;EUR;2026-07-02-10-06-12
NLBNPIT300C5;Certificato NLBNPIT300C5 - Coupon: -% (-% p.a.) - Barrier: -%;103.38;0.00;EUR;2026-07-02-10-06-12
NLBNPIT300U7;Certificato NLBNPIT300U7 - Coupon: -% (-% p.a.) - Barrier: -%;88.93;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30382;Certificato NLBNPIT30382 - Coupon: -% (-% p.a.) - Barrier: -%;87.36;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304X3;Certificato NLBNPIT304X3 - Coupon: -% (-% p.a.) - Barrier: -%;101.49;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305S0;Certificato NLBNPIT305S0 - Coupon: -% (-% p.a.) - Barrier: -%;95.72;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304E3;Certificato NLBNPIT304E3 - Coupon: -% (-% p.a.) - Barrier: -%;101.85;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304P9;Certificato NLBNPIT304P9 - Coupon: -% (-% p.a.) - Barrier: -%;99.42;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304V7;Certificato NLBNPIT304V7 - Coupon: -% (-% p.a.) - Barrier: -%;101.73;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303A3;Certificato NLBNPIT303A3 - Coupon: -% (-% p.a.) - Barrier: -%;112.07;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30507;Certificato NLBNPIT30507 - Coupon: -% (-% p.a.) - Barrier: -%;96.55;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304M6;Certificato NLBNPIT304M6 - Coupon: -% (-% p.a.) - Barrier: -%;97.49;0.00;EUR;2026-07-02-10-06-12
NLBNPIT302W9;Certificato NLBNPIT302W9 - Coupon: -% (-% p.a.) - Barrier: -%;104.62;0.00;EUR;2026-07-02-10-06-12
NLBNPIT2EPV5;Certificato NLBNPIT2EPV5 - Coupon: -% (-% p.a.) - Barrier: -%;96.16;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305D2;Certificato NLBNPIT305D2 - Coupon: -% (-% p.a.) - Barrier: -%;95.83;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30614;Certificato NLBNPIT30614 - Coupon: -% (-% p.a.) - Barrier: -%;1.00000;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305Z5;Certificato NLBNPIT305Z5 - Coupon: -% (-% p.a.) - Barrier: -%;1.00000;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30309;Banca Monte dei Paschi di Siena | BBVA | CaixaBank | Société Générale - Coupon: 12.60% p.a. - Barrier: 50.51%;111.13;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30622;Certificato NLBNPIT30622 - Coupon: -% (-% p.a.) - Barrier: -%;1.00000;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30325;Certificato NLBNPIT30325 - Coupon: -% (-% p.a.) - Barrier: -%;98.94;0.00;EUR;2026-07-02-10-06-12
NLBNPIT304Y1;Certificato NLBNPIT304Y1 - Coupon: -% (-% p.a.) - Barrier: -%;102.49;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303C9;Certificato NLBNPIT303C9 - Coupon: -% (-% p.a.) - Barrier: -%;103.61;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305X0;Certificato NLBNPIT305X0 - Coupon: -% (-% p.a.) - Barrier: -%;1.00000;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305E0;Certificato NLBNPIT305E0 - Coupon: -% (-% p.a.) - Barrier: -%;100.42;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305L5;Certificato NLBNPIT305L5 - Coupon: -% (-% p.a.) - Barrier: -%;101.01;0.00;EUR;2026-07-02-10-06-12
NLBNPIT30333;Certificato NLBNPIT30333 - Coupon: -% (-% p.a.) - Barrier: -%;93.25;0.00;EUR;2026-07-02-10-06-12
NLBNPIT305I1;Certificato NLBNPIT305I1 - Coupon: -% (-% p.a.) - Barrier: -%;99.66;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303M8;Certificato NLBNPIT303M8 - Coupon: -% (-% p.a.) - Barrier: -%;103.87;0.00;EUR;2026-07-02-10-06-12
NLBNPIT21TB7;C3.AI | KLA | UiPath - Coupon: 1.30% (15.60% p.a.) - Barrier: 40%;55.14;0.00;EUR;2026-07-02-10-06-12
NLBNPIT303P1;Certificato NLBNPIT303P1 - Coupon: -% (-% p.a.) - Barrier: -%;101.92;0.00;EUR;2026-07-02-10-06-12
