isin,name,ask,bid,currency,dt
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,98.33,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303N6,Coherent Leonardo Rheinmetall,100.32,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303D7,Bper Intesa Sanpaolo,99.28,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,99.21,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,99.91,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303A3,Nvidia Intel Tesla Meta,109.30,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,98.39,0.00,EUR,2026-05-04-12-35-29
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,104.94,0.00,EUR,2026-05-04-12-35-29
NLBNPIT300T9,Tesla Step-Down Cash Collect,97.05,0.00,EUR,2026-05-04-12-35-29
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,95.39,0.00,EUR,2026-05-04-12-35-29
NLBNPIT302W9,Intesa Sanpaolo Unicredit,103.47,0.00,EUR,2026-05-04-12-35-29
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,107.75,0.00,EUR,2026-05-04-12-35-29
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,93.57,0.00,EUR,2026-05-04-12-35-29
NLBNPIT30358,A2A Engie Veolia E.on,102.18,0.00,EUR,2026-05-04-12-35-29
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,98.88,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,100.44,0.00,EUR,2026-05-04-12-35-29
NLBNPIT300H4,Stellantis,79.75,0.00,EUR,2026-05-04-12-35-29
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,78.81,0.00,EUR,2026-05-04-12-35-29
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,102.32,0.00,EUR,2026-05-04-12-35-29
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,102.44,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303E5,Banca MPS Santander,99.08,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303S5,AMD Dell Meta,101.87,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,98.38,0.00,EUR,2026-05-04-12-35-29
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,97.99,0.00,EUR,2026-05-04-12-35-29
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,55.08,0.00,EUR,2026-05-04-12-35-29
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,104.86,0.00,EUR,2026-05-04-12-35-29
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,95.20,0.00,EUR,2026-05-04-12-35-29
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,106.33,0.00,EUR,2026-05-04-12-35-29
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,96.17,0.00,EUR,2026-05-04-12-35-29
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,102.26,0.00,EUR,2026-05-04-12-35-29
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,85.27,0.00,EUR,2026-05-04-12-35-29
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,92.73,0.00,EUR,2026-05-04-12-35-29
