isin,name,ask,bid,currency,dt
NLBNPIT303A3,Nvidia Intel Tesla Meta,100.10,0.00,EUR,2026-03-26-12-16-23
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,99.55,0.00,EUR,2026-03-26-12-16-23
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,101.13,0.00,EUR,2026-03-26-12-16-23
NLBNPIT300H4,Stellantis,77.92,0.00,EUR,2026-03-26-12-16-23
NLBNPIT30358,A2A Engie Veolia E.on,99.97,0.00,EUR,2026-03-26-12-16-23
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,102.28,0.00,EUR,2026-03-26-12-16-23
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,102.24,0.00,EUR,2026-03-26-12-16-23
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,97.85,0.00,EUR,2026-03-26-12-16-23
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,74.68,0.00,EUR,2026-03-26-12-16-23
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,97.21,0.00,EUR,2026-03-26-12-16-23
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,92.08,0.00,EUR,2026-03-26-12-16-23
NLBNPIT300T9,Tesla,95.54,0.00,EUR,2026-03-26-12-16-23
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,96.89,0.00,EUR,2026-03-26-12-16-23
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,96.89,0.00,EUR,2026-03-26-12-16-23
NLBNPIT302W9,Intesa Sanpaolo Unicredit,100.25,0.00,EUR,2026-03-26-12-16-23
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,100.99,0.00,EUR,2026-03-26-12-16-23
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,99.41,0.00,EUR,2026-03-26-12-16-23
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,98.13,0.00,EUR,2026-03-26-12-16-23
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,49.21,0.00,EUR,2026-03-26-12-16-23
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,76.80,0.00,EUR,2026-03-26-12-16-23
