isin;name;ask;bid;currency;dt
NLBNPIT303O4;Certificato NLBNPIT303O4 - Coupon: -% (-% p.a.) - Barrier: -%;94.40;0.00;EUR;2026-07-27-09-27-49
NLBNPIT304E3;Certificato NLBNPIT304E3 - Coupon: -% (-% p.a.) - Barrier: -%;103.21;0.00;EUR;2026-07-27-09-27-49
NLBNPIT2TQK4;Boeing, Dassault, Leonardo, Rheinmetall - Premi Fissi Cash Collect - Coupon: -% (-% p.a.) - Barrier: -%;64.82;0.00;EUR;2026-07-27-09-27-49
NLBNPIT30333;Enel, Leonardo, Moncler, Snam Protection Booster - Coupon: 0.9% (-% p.a.) - Barrier: 55%;93.60;0.00;EUR;2026-07-27-09-27-49
NLBNPIT303N6;Coherent, Leonardo, Rheinmetall - Coupon: -% (-% p.a.) - Barrier: -%;85.83;0.00;EUR;2026-07-27-09-27-49
NLBNPIT304K0;ERG, Fincantieri, Snam, STMicroelectronics - Coupon: 1.31% (-% p.a.) - Barrier: 50%;93.32;0.00;EUR;2026-07-27-09-27-49
NLBNPIT305N1;Google, C3.ai, Meta Enjoy - Coupon: 1.5% (18% p.a.) - Barrier: 50%;98.40;0.00;EUR;2026-07-27-09-27-49
NLBNPIT303V9;Certificato NLBNPIT303V9 - Coupon: -% (-% p.a.) - Barrier: -%;87.78;0.00;EUR;2026-07-27-09-27-49
NLBNPIT30325;Certificato NLBNPIT30325 - Coupon: -% (-% p.a.) - Barrier: -%;101.30;0.00;EUR;2026-07-27-09-27-49
NLBNPIT300T9;Tesla - Coupon: 1.12% (13.44% p.a.) - Barrier: 60%;87.18;0.00;EUR;2026-07-27-09-27-49
NLBNPIT30374;Certificato NLBNPIT30374 - Coupon: -% (-% p.a.) - Barrier: -%;86.60;0.00;EUR;2026-07-27-09-27-49
NLBNPIT305R2;Burberry, Richemont, Kering, Moncler Enjoy - Coupon: 1% (-% p.a.) - Barrier: 50%;102.66;0.00;EUR;2026-07-27-09-27-49
NLBNPIT303W7;Certificato NLBNPIT303W7 - Coupon: -% (-% p.a.) - Barrier: -%;89.98;0.00;EUR;2026-07-27-09-27-49
NLBNPIT30549;Certificato NLBNPIT30549 - Coupon: -% (-% p.a.) - Barrier: -%;84.28;0.00;EUR;2026-07-27-09-27-49
NLBNPIT304S3;Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%;104.66;0.00;EUR;2026-07-27-09-27-49
NLBNPIT304P9;Certificato NLBNPIT304P9 - Coupon: -% (-% p.a.) - Barrier: -%;97.92;0.00;EUR;2026-07-27-09-27-49
NLBNPIT305Z5;SpaceX - Coupon: 0.97% (11.64% p.a.) - Barrier: 40%;911.37;0.00;EUR;2026-07-27-09-27-49
NLBNPIT304V7;EURO STOXX® Banks, Nasdaq 100 Index, Nikkei 225, S&P 500 - Coupon: -% (-% p.a.) - Barrier: -%;101.12;0.00;EUR;2026-07-27-09-27-49
NLBNPIT30622;SpaceMobile, Planet Labs, SpaceX - Coupon: 1.7% (20.4% p.a.) - Barrier: 40%;934.28;0.00;EUR;2026-07-27-09-27-49
NLBNPIT304G8;Certificato NLBNPIT304G8 - Coupon: -% (-% p.a.) - Barrier: -%;105.29;0.00;EUR;2026-07-27-09-27-49
NLBNPIT2XBR3;Certificato NLBNPIT2XBR3 - Coupon: -% (-% p.a.) - Barrier: -%;95.70;0.00;EUR;2026-07-27-09-27-49
NLBNPIT302Z2;Certificato NLBNPIT302Z2 - Coupon: -% (-% p.a.) - Barrier: -%;105.47;0.00;EUR;2026-07-27-09-27-49
NLBNPIT302V1;Certificato NLBNPIT302V1 - Coupon: -% (-% p.a.) - Barrier: -%;103.39;0.00;EUR;2026-07-27-09-27-49
NLBNPIT305L5;Certificato NLBNPIT305L5 - Coupon: -% (-% p.a.) - Barrier: -%;103.69;0.00;EUR;2026-07-27-09-27-49
NLBNPIT21T57;Certificato NLBNPIT21T57 - Coupon: -% (-% p.a.) - Barrier: -%;93.14;0.00;EUR;2026-07-27-09-27-49
NLBNPIT2T027;Nvidia | Palantir Technologies | Tesla - Coupon: 1.35% (16.20% p.a.) - Barrier: 45%;91.28;0.00;EUR;2026-07-27-09-27-49
NLBNPIT305X0;SPACEX Protection Booster  - Coupon: 1% (12% p.a.) - Barrier: 40%;893.30;0.00;EUR;2026-07-27-09-27-49
