isin,name,ask,bid,currency,dt
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,77.69,0.00,EUR,2026-03-20-11-12-53
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,99.35,0.00,EUR,2026-03-20-11-12-53
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,100.84,0.00,EUR,2026-03-20-11-12-53
NLBNPIT300T9,Tesla,96.32,0.00,EUR,2026-03-20-11-12-53
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,92.53,0.00,EUR,2026-03-20-11-12-53
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,98.47,0.00,EUR,2026-03-20-11-12-53
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,100.30,0.00,EUR,2026-03-20-11-12-53
NLBNPIT30358,A2A Engie Veolia E.on,100.29,0.00,EUR,2026-03-20-11-12-53
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,99.41,0.00,EUR,2026-03-20-11-12-53
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,98.85,0.00,EUR,2026-03-20-11-12-53
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,101.31,0.00,EUR,2026-03-20-11-12-53
NLBNPIT300H4,Stellantis,74.83,0.00,EUR,2026-03-20-11-12-53
NLBNPIT302Y5,Unicredit Banco BPM Bper Banca MPS,101.31,0.00,EUR,2026-03-20-11-12-53
NLBNPIT302W9,Intesa Sanpaolo Unicredit,100.56,0.00,EUR,2026-03-20-11-12-53
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,100.20,0.00,EUR,2026-03-20-11-12-53
NLBNPIT303A3,Nvidia Intel Tesla Meta,99.23,0.00,EUR,2026-03-20-11-12-53
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,100.06,0.00,EUR,2026-03-20-11-12-53
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,101.52,0.00,EUR,2026-03-20-11-12-53
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,52.43,0.00,EUR,2026-03-20-11-12-53
NLBNPIT30309,Banca MPS Société Générale BBVA CaixaBank,101.52,0.00,EUR,2026-03-20-11-12-53
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,79.33,0.00,EUR,2026-03-20-11-12-53
