isin,name,ask,bid,currency,dt
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,50.09,0.00,EUR,2026-05-14-12-32-13
NLBNPIT2XBR3,BPM Kering Moncler STM Premi Fissi Cash Collect 15% 11-06,95.80,0.00,EUR,2026-05-14-12-32-13
NLBNPIT21T57,Mercedes Ford Tesla Step-Down Cash Collect,96.31,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,101.06,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303N6,Coherent Leonardo Rheinmetall,99.83,0.00,EUR,2026-05-14-12-32-13
NLBNPIT300H4,Stellantis,83.80,0.00,EUR,2026-05-14-12-32-13
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,102.34,0.00,EUR,2026-05-14-12-32-13
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,107.24,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303A3,Nvidia Intel Tesla Meta,111.87,0.00,EUR,2026-05-14-12-32-13
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,110.96,0.00,EUR,2026-05-14-12-32-13
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,96.99,0.00,EUR,2026-05-14-12-32-13
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,89.01,0.00,EUR,2026-05-14-12-32-13
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,70.41,0.00,EUR,2026-05-14-12-32-13
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,89.40,0.00,EUR,2026-05-14-12-32-13
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,105.54,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,101.83,0.00,EUR,2026-05-14-12-32-13
NLBNPIT30358,A2A Engie Veolia E.on,103.59,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303E5,Banca MPS Santander,100.55,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303S5,AMD Dell Meta,104.71,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,102.00,0.00,EUR,2026-05-14-12-32-13
NLBNPIT2SP93,AMD Google Amazon Meta Premi Fissi Cash Collect 11% 03-06,99.08,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,103.06,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303D7,Bper Intesa Sanpaolo,100.32,0.00,EUR,2026-05-14-12-32-13
NLBNPIT302W9,Intesa Sanpaolo Unicredit,106.23,0.00,EUR,2026-05-14-12-32-13
NLBNPIT300T9,Tesla Step-Down Cash Collect,100.45,0.00,EUR,2026-05-14-12-32-13
NLBNPIT2EPV5,Amazon Meta MSFT Nvidia Premi Fissi Cash Collect 11% 13-05,98.35,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,100.66,0.00,EUR,2026-05-14-12-32-13
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,92.09,0.00,EUR,2026-05-14-12-32-13
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,108.45,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,101.23,0.00,EUR,2026-05-14-12-32-13
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,104.40,0.00,EUR,2026-05-14-12-32-13
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,105.51,0.00,EUR,2026-05-14-12-32-13
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,91.74,0.00,EUR,2026-05-14-12-32-13
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect 14% 13-05,93.10,0.00,EUR,2026-05-14-12-32-13
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,93.62,0.00,EUR,2026-05-14-12-32-13
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,100.33,0.00,EUR,2026-05-14-12-32-13
