isin,name,ask,bid,currency,dt
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,102.34,0.00,EUR,2026-04-02-10-38-46
NLBNPIT303A3,Nvidia Intel Tesla Meta,98.87,0.00,EUR,2026-04-02-10-38-46
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,102.83,0.00,EUR,2026-04-02-10-38-46
NLBNPIT300H4,Stellantis,83.19,0.00,EUR,2026-04-02-10-38-46
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,98.50,0.00,EUR,2026-04-02-10-38-46
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,97.45,0.00,EUR,2026-04-02-10-38-46
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,78.54,0.00,EUR,2026-04-02-10-38-46
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,99.88,0.00,EUR,2026-04-02-10-38-46
NLBNPIT300T9,Tesla,94.93,0.00,EUR,2026-04-02-10-38-46
NLBNPIT302W9,Intesa Sanpaolo Unicredit,101.61,0.00,EUR,2026-04-02-10-38-46
NLBNPIT30358,A2A Engie Veolia E.on,102.60,0.00,EUR,2026-04-02-10-38-46
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,94.19,0.00,EUR,2026-04-02-10-38-46
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,50.06,0.00,EUR,2026-04-02-10-38-46
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,100.52,0.00,EUR,2026-04-02-10-38-46
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,101.55,0.00,EUR,2026-04-02-10-38-46
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,100.42,0.00,EUR,2026-04-02-10-38-46
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,102.26,0.00,EUR,2026-04-02-10-38-46
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,76.24,0.00,EUR,2026-04-02-10-38-46
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,101.63,0.00,EUR,2026-04-02-10-38-46
