isin;name;ask;bid;currency;dt
NLBNPIT300U7;Certificato NLBNPIT300U7 - Coupon: -% (-% p.a.) - Barrier: -%;89.54;0.00;EUR;2026-07-03-17-13-14
NLBNPIT304E3;Certificato NLBNPIT304E3 - Coupon: -% (-% p.a.) - Barrier: -%;102.21;0.00;EUR;2026-07-03-17-13-14
NLBNPIT2SP93;Certificato NLBNPIT2SP93 - Coupon: -% (-% p.a.) - Barrier: -%;97.19;0.00;EUR;2026-07-03-17-13-14
NLBNPIT30325;Certificato NLBNPIT30325 - Coupon: -% (-% p.a.) - Barrier: -%;99.35;0.00;EUR;2026-07-03-17-13-14
NLBNPIT304D5;Certificato NLBNPIT304D5 - Coupon: -% (-% p.a.) - Barrier: -%;103.27;0.00;EUR;2026-07-03-17-13-14
NLBNPIT30614;SpaceX Tesla - Premi Fissi Cash Collect - Coupon: 1.09% (-% p.a.) - Barrier: 40%;1.00000;0.00;EUR;2026-07-03-17-13-14
NLBNPIT303V9;Certificato NLBNPIT303V9 - Coupon: -% (-% p.a.) - Barrier: -%;85.30;0.00;EUR;2026-07-03-17-13-14
NLBNPIT30507;EURO STOXX 50®, S&P 500®, iShares MSCI China ETF, iShares MSCI South Korea - Memory Cash Collect - Coupon: 1.40% (-% p.a.) - Barrier: 60%;95.19;0.00;EUR;2026-07-03-17-13-14
NLBNPIT305I1;Certificato NLBNPIT305I1 - Coupon: -% (-% p.a.) - Barrier: -%;100.09;0.00;EUR;2026-07-03-17-13-14
NLBNPIT303P1;Certificato NLBNPIT303P1 - Coupon: -% (-% p.a.) - Barrier: -%;103.60;0.00;EUR;2026-07-03-17-13-14
NLBNPIT304N4;Certificato NLBNPIT304N4 - Coupon: -% (-% p.a.) - Barrier: -%;97.31;0.00;EUR;2026-07-03-17-13-14
NLBNPIT305X0;Certificato NLBNPIT305X0 - Coupon: -% (-% p.a.) - Barrier: -%;1.00000;0.00;EUR;2026-07-03-17-13-14
NLBNPIT303D7;Certificato NLBNPIT303D7 - Coupon: -% (-% p.a.) - Barrier: -%;101.70;0.00;EUR;2026-07-03-17-13-14
NLBNPIT30549;Certificato NLBNPIT30549 - Coupon: -% (-% p.a.) - Barrier: -%;98.98;0.00;EUR;2026-07-03-17-13-14
NLBNPIT305H3;Certificato NLBNPIT305H3 - Coupon: -% (-% p.a.) - Barrier: -%;99.98;0.00;EUR;2026-07-03-17-13-14
NLBNPIT300C5;Certificato NLBNPIT300C5 - Coupon: -% (-% p.a.) - Barrier: -%;103.54;0.00;EUR;2026-07-03-17-13-14
NLBNPIT30622;Certificato NLBNPIT30622 - Coupon: -% (-% p.a.) - Barrier: -%;1.00000;0.00;EUR;2026-07-03-17-13-14
NLBNPIT305L5;Certificato NLBNPIT305L5 - Coupon: -% (-% p.a.) - Barrier: -%;101.46;0.00;EUR;2026-07-03-17-13-14
NLBNPIT304V7;Certificato NLBNPIT304V7 - Coupon: -% (-% p.a.) - Barrier: -%;101.77;0.00;EUR;2026-07-03-17-13-14
NLBNPIT305Z5;Certificato NLBNPIT305Z5 - Coupon: -% (-% p.a.) - Barrier: -%;1.00500;0.00;EUR;2026-07-03-17-13-14
NLBNPIT30333;Certificato NLBNPIT30333 - Coupon: -% (-% p.a.) - Barrier: -%;94.88;0.00;EUR;2026-07-03-17-13-14
NLBNPIT305R2;Certificato NLBNPIT305R2 - Coupon: -% (-% p.a.) - Barrier: -%;99.42;0.00;EUR;2026-07-03-17-13-14
NLBNPIT304G8;Certificato NLBNPIT304G8 - Coupon: -% (-% p.a.) - Barrier: -%;105.07;0.00;EUR;2026-07-03-17-13-14
NLBNPIT305D2;Infineon Intel Micron - Low Barrier Cash Collect - Coupon: 2.15% (-% p.a.) - Barrier: 30%;95.66;0.00;EUR;2026-07-03-17-13-14
NLBNPIT2XBR3;Certificato NLBNPIT2XBR3 - Coupon: -% (-% p.a.) - Barrier: -%;97.03;0.00;EUR;2026-07-03-17-13-14
NLBNPIT30150;Certificato NLBNPIT30150 - Coupon: -% (-% p.a.) - Barrier: -%;94.62;0.00;EUR;2026-07-03-17-13-14
NLBNPIT304M6;Certificato NLBNPIT304M6 - Coupon: -% (-% p.a.) - Barrier: -%;98.99;0.00;EUR;2026-07-03-17-13-14
