isin,name,ask,bid,currency,dt
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,106.30,0.00,EUR,2026-04-20-10-31-21
NLBNPIT30358,A2A Engie Veolia E.on,102.32,0.00,EUR,2026-04-20-10-31-21
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,102.99,0.00,EUR,2026-04-20-10-31-21
NLBNPIT300H4,Stellantis,88.68,0.00,EUR,2026-04-20-10-31-21
NLBNPIT302W9,Intesa Sanpaolo Unicredit,105.57,0.00,EUR,2026-04-20-10-31-21
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,98.14,0.00,EUR,2026-04-20-10-31-21
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,108.68,0.00,EUR,2026-04-20-10-31-21
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,109.61,0.00,EUR,2026-04-20-10-31-21
NLBNPIT300T9,Tesla,97.64,0.00,EUR,2026-04-20-10-31-21
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,100.51,0.00,EUR,2026-04-20-10-31-21
NLBNPIT303A3,Nvidia Intel Tesla Meta,108.88,0.00,EUR,2026-04-20-10-31-21
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,96.41,0.00,EUR,2026-04-20-10-31-21
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,98.35,0.00,EUR,2026-04-20-10-31-21
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,79.13,0.00,EUR,2026-04-20-10-31-21
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,102.17,0.00,EUR,2026-04-20-10-31-21
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,91.06,0.00,EUR,2026-04-20-10-31-21
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,54.12,0.00,EUR,2026-04-20-10-31-21
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,84.08,0.00,EUR,2026-04-20-10-31-21
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,106.65,0.00,EUR,2026-04-20-10-31-21
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,105.49,0.00,EUR,2026-04-20-10-31-21
