isin,name,ask,bid,currency,dt
NLBNPIT303D7,Bper Intesa Sanpaolo,99.74,0.00,EUR,2026-05-12-10-47-15
NLBNPIT21T57,Mercedes Ford Tesla Step-Down Cash Collect,96.37,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,101.41,0.00,EUR,2026-05-12-10-47-15
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,106.50,0.00,EUR,2026-05-12-10-47-15
NLBNPIT300T9,Tesla Step-Down Cash Collect,99.78,0.00,EUR,2026-05-12-10-47-15
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,71.67,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303S5,AMD Dell Meta,104.07,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303N6,Coherent Leonardo Rheinmetall,101.10,0.00,EUR,2026-05-12-10-47-15
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,92.36,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303A3,Nvidia Intel Tesla Meta,111.25,0.00,EUR,2026-05-12-10-47-15
NLBNPIT300H4,Stellantis,80.58,0.00,EUR,2026-05-12-10-47-15
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,90.35,0.00,EUR,2026-05-12-10-47-15
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,105.32,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,100.23,0.00,EUR,2026-05-12-10-47-15
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,103.32,0.00,EUR,2026-05-12-10-47-15
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,93.30,0.00,EUR,2026-05-12-10-47-15
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,110.22,0.00,EUR,2026-05-12-10-47-15
NLBNPIT30358,A2A Engie Veolia E.on,102.14,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303E5,Banca MPS Santander,100.50,0.00,EUR,2026-05-12-10-47-15
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,55.46,0.00,EUR,2026-05-12-10-47-15
NLBNPIT302W9,Intesa Sanpaolo Unicredit,105.63,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,99.94,0.00,EUR,2026-05-12-10-47-15
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,94.72,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,100.88,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,101.03,0.00,EUR,2026-05-12-10-47-15
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,105.06,0.00,EUR,2026-05-12-10-47-15
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,91.92,0.00,EUR,2026-05-12-10-47-15
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,107.87,0.00,EUR,2026-05-12-10-47-15
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,89.66,0.00,EUR,2026-05-12-10-47-15
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,105.57,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,99.47,0.00,EUR,2026-05-12-10-47-15
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,100.42,0.00,EUR,2026-05-12-10-47-15
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,97.70,0.00,EUR,2026-05-12-10-47-15
