isin,name,ask,bid,currency,dt
NLBNPIT303N6,Coherent Leonardo Rheinmetall,99.91,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,98.63,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,97.81,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,97.78,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303E5,Banca MPS Santander,98.43,0.00,EUR,2026-05-04-21-43-54
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,102.12,0.00,EUR,2026-05-04-21-43-54
NLBNPIT300H4,Stellantis,79.15,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,98.91,0.00,EUR,2026-05-04-21-43-54
NLBNPIT302W9,Intesa Sanpaolo Unicredit,103.17,0.00,EUR,2026-05-04-21-43-54
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,95.09,0.00,EUR,2026-05-04-21-43-54
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,98.60,0.00,EUR,2026-05-04-21-43-54
NLBNPIT30358,A2A Engie Veolia E.on,101.87,0.00,EUR,2026-05-04-21-43-54
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,93.53,0.00,EUR,2026-05-04-21-43-54
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,105.70,0.00,EUR,2026-05-04-21-43-54
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,96.09,0.00,EUR,2026-05-04-21-43-54
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,101.79,0.00,EUR,2026-05-04-21-43-54
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,95.20,0.00,EUR,2026-05-04-21-43-54
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,104.40,0.00,EUR,2026-05-04-21-43-54
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,104.38,0.00,EUR,2026-05-04-21-43-54
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect,93.05,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,100.33,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303S5,AMD Dell Meta,101.47,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303D7,Bper Intesa Sanpaolo,98.86,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,97.65,0.00,EUR,2026-05-04-21-43-54
NLBNPIT300T9,Tesla Step-Down Cash Collect,96.95,0.00,EUR,2026-05-04-21-43-54
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,78.98,0.00,EUR,2026-05-04-21-43-54
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,56.63,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,97.81,0.00,EUR,2026-05-04-21-43-54
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,107.20,0.00,EUR,2026-05-04-21-43-54
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,86.83,0.00,EUR,2026-05-04-21-43-54
NLBNPIT303A3,Nvidia Intel Tesla Meta,109.19,0.00,EUR,2026-05-04-21-43-54
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,101.87,0.00,EUR,2026-05-04-21-43-54
