isin;name;ask;bid;currency;dt
NLBNPIT304V7;EURO STOXX® Banks, Nasdaq 100 Index, Nikkei 225, S&P 500 - Coupon: -% (-% p.a.) - Barrier: -%;100.61;0.00;EUR;2026-07-30-11-20-09
NLBNPIT303C9;Certificato NLBNPIT303C9 - Coupon: -% (-% p.a.) - Barrier: -%;102.68;0.00;EUR;2026-07-30-11-20-09
NLBNPIT304W5;EURO STOXX® Banks, EURO STOXX® (Utilities), ESTX (Technology), ESTX (Insurance)  - Coupon: 1% (-% p.a.) - Barrier: 60%;99.44;0.00;EUR;2026-07-30-11-20-09
NLBNPIT304Y1;EURO STOXX® Banks, S&P 500 - Coupon: -% (-% p.a.) - Barrier: -%;102.15;0.00;EUR;2026-07-30-11-20-09
NLBNPIT305X0;SPACEX Protection Booster  - Coupon: 1% (12% p.a.) - Barrier: 40%;895.58;0.00;EUR;2026-07-30-11-20-09
NLBNPIT30358;Certificato NLBNPIT30358 - Coupon: -% (-% p.a.) - Barrier: -%;107.66;0.00;EUR;2026-07-30-11-20-09
NLBNPIT30507;EURO STOXX 50®, S&P 500®, iShares MSCI China ETF, iShares MSCI South Korea - Memory Cash Collect - Coupon: 1.40% (-% p.a.) - Barrier: 60%;92.95;0.00;EUR;2026-07-30-11-20-09
NLBNPIT2HHH4;ERG | Ferrari | Leonardo | Moncler - Coupon: 1.20% (14.00% p.a.) - Barrier: 55%;96.07;0.00;EUR;2026-07-30-11-20-09
NLBNPIT2TQK4;Boeing, Dassault, Leonardo, Rheinmetall - Premi Fissi Cash Collect - Coupon: -% (-% p.a.) - Barrier: -%;69.53;0.00;EUR;2026-07-30-11-20-09
NLBNPIT305I1;Generali, Enel, Eni, Poste Italiane Enjoy - Coupon: 0.85% (-% p.a.) - Barrier: 60%;100.56;0.00;EUR;2026-07-30-11-20-09
NLBNPIT304E3;Certificato NLBNPIT304E3 - Coupon: -% (-% p.a.) - Barrier: -%;102.92;0.00;EUR;2026-07-30-11-20-09
NLBNPIT304L8;Certificato NLBNPIT304L8 - Coupon: -% (-% p.a.) - Barrier: -%;101.74;0.00;EUR;2026-07-30-11-20-09
NLBNPIT305V4;EchoStar Intuitive Machines Planet Labs - Enjoy Cash Collect - Coupon: 2.05% (-% p.a.) - Barrier: 30%;80.31;0.00;EUR;2026-07-30-11-20-09
NLBNPIT30382;BP PLC, Equinor, Repsol, TotalEnergies Protection - Coupon: 0.85% (-% p.a.) - Barrier: 60%;98.68;0.00;EUR;2026-07-30-11-20-09
NLBNPIT21T57;Certificato NLBNPIT21T57 - Coupon: -% (-% p.a.) - Barrier: -%;95.69;0.00;EUR;2026-07-30-11-20-09
NLBNPIT303I6;Certificato NLBNPIT303I6 - Coupon: -% (-% p.a.) - Barrier: -%;104.32;0.00;EUR;2026-07-30-11-20-09
NLBNPIT2T027;Nvidia | Palantir Technologies | Tesla - Coupon: 1.35% (16.20% p.a.) - Barrier: 45%;90.12;0.00;EUR;2026-07-30-11-20-09
NLBNPIT303F2;Certificato NLBNPIT303F2 - Coupon: -% (-% p.a.) - Barrier: -%;103.80;0.00;EUR;2026-07-30-11-20-09
NLBNPIT303S5;Certificato NLBNPIT303S5 - Coupon: -% (-% p.a.) - Barrier: -%;98.47;0.00;EUR;2026-07-30-11-20-09
NLBNPIT303P1;Certificato NLBNPIT303P1 - Coupon: -% (-% p.a.) - Barrier: -%;101.78;0.00;EUR;2026-07-30-11-20-09
NLBNPIT304Q7;Alphabet | Microsoft | C3.AI - Coupon: 1.6% (19.80% p.a.) - Barrier: 45%;98.63;0.00;EUR;2026-07-30-11-20-09
NLBNPIT300H4;Stellantis - Coupon: 0.90% (10.80% p.a.) - Barrier: 60%;68.65;0.00;EUR;2026-07-30-11-20-09
NLBNPIT30325;Certificato NLBNPIT30325 - Coupon: -% (-% p.a.) - Barrier: -%;103.14;0.00;EUR;2026-07-30-11-20-09
NLBNPIT303N6;Coherent, Leonardo, Rheinmetall - Coupon: -% (-% p.a.) - Barrier: -%;81.48;0.00;EUR;2026-07-30-11-20-09
XS3440592841;KOSPI 200, NASDAQ 100 Index, NIKKEI 225, ESTX (Technology) Memory Cash Collect - Coupon: 1.35% - Barrier: 50%;100.83;0.00;EUR;2026-07-30-11-20-09
NLBNPIT30341;Certificato NLBNPIT30341 - Coupon: -% (-% p.a.) - Barrier: -%;108.06;0.00;EUR;2026-07-30-11-20-09
NLBNPIT304D5;Certificato NLBNPIT304D5 - Coupon: -% (-% p.a.) - Barrier: -%;103.99;0.00;EUR;2026-07-30-11-20-09
NLBNPIT303Y3;Certificato NLBNPIT303Y3 - Coupon: -% (-% p.a.) - Barrier: -%;82.00;0.00;EUR;2026-07-30-11-20-09
NLBNPIT305Z5;SpaceX - Coupon: 0.97% (11.64% p.a.) - Barrier: 40%;915.04;0.00;EUR;2026-07-30-11-20-09
NLBNPIT303A3;Certificato NLBNPIT303A3 - Coupon: -% (-% p.a.) - Barrier: -%;98.35;0.00;EUR;2026-07-30-11-20-09
NLBNPIT30374;Certificato NLBNPIT30374 - Coupon: -% (-% p.a.) - Barrier: -%;90.12;0.00;EUR;2026-07-30-11-20-09
NLBNPIT30549;Certificato NLBNPIT30549 - Coupon: -% (-% p.a.) - Barrier: -%;82.12;0.00;EUR;2026-07-30-11-20-09
NLBNPIT1R379;CAC 40 ESG, EURO STOXX 50 ESG Memory Cash Collect - Coupon: 1.4% (5.6% p.a.) - Barrier: 70%;99.73;0.00;EUR;2026-07-30-11-20-09
NLBNPIT304G8;Certificato NLBNPIT304G8 - Coupon: -% (-% p.a.) - Barrier: -%;105.01;0.00;EUR;2026-07-30-11-20-09
NLBNPIT21TB7;C3.AI | KLA | UiPath - Coupon: 1.30% (15.60% p.a.) - Barrier: 40%;52.87;0.00;EUR;2026-07-30-11-20-09
NLBNPIT302V1;Certificato NLBNPIT302V1 - Coupon: -% (-% p.a.) - Barrier: -%;103.04;0.00;EUR;2026-07-30-11-20-09
NLBNPIT304K0;ERG, Fincantieri, Snam, STMicroelectronics - Coupon: 1.31% (-% p.a.) - Barrier: 50%;91.81;0.00;EUR;2026-07-30-11-20-09
NLBNPIT303E5;Certificato NLBNPIT303E5 - Coupon: -% (-% p.a.) - Barrier: -%;103.33;0.00;EUR;2026-07-30-11-20-09
NLBNPIT305R2;Burberry, Richemont, Kering, Moncler Enjoy - Coupon: 1% (-% p.a.) - Barrier: 50%;104.26;0.00;EUR;2026-07-30-11-20-09
NLBNPIT302W9;Certificato NLBNPIT302W9 - Coupon: -% (-% p.a.) - Barrier: -%;102.65;0.00;EUR;2026-07-30-11-20-09
NLBNPIT305H3;Certificato NLBNPIT305H3 - Coupon: -% (-% p.a.) - Barrier: -%;100.48;0.00;EUR;2026-07-30-11-20-09
NLBNPIT304X3;EURO STOXX 50®, FTSE MIB Index, S&P 500 - Coupon: 0.6% (-% p.a.) - Barrier: 65%;100.87;0.00;EUR;2026-07-30-11-20-09
NLBNPIT30622;SpaceMobile, Planet Labs, SpaceX - Coupon: 1.7% (20.4% p.a.) - Barrier: 40%;929.55;0.00;EUR;2026-07-30-11-20-09
