isin,name,ask,bid,currency,dt
NLBNPIT304D5,Banca MPS | Intesa Sanpaolo | Banco BPM - Coupon: 1.10% (13.20% p.a.) - Barrier: 55%,101.72,0.00,EUR,2026-05-28-18-19-32
NLBNPIT21TB7,Step-Down Cash Collect Kla Corp C3.AI Uipath,60.56,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303D7,Bper Intesa Sanpaolo,100.20,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303C9,Unicredit Intesa Sanpaolo Banco BPM,101.51,0.00,EUR,2026-05-28-18-19-32
NLBNPIT2QDD3,Amazon Dell Fortinet Oracle,93.17,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303N6,Coherent Leonardo Rheinmetall,100.61,0.00,EUR,2026-05-28-18-19-32
NLBNPIT30325,Eni Generali Poste Italiane Unicredit Protection Booster Cash Collect,104.66,0.00,EUR,2026-05-28-18-19-32
NLBNPIT304N4,ASML Holdings | Stellantis | CommerzBank | Siemens Energy - Coupon: 1.65% (19.80% p.a.) - Barrier: 45%,101.44,0.00,EUR,2026-05-28-18-19-32
NLBNPIT30333,Enel Leonardo Moncler Snam Protection Booster Cash Collect,95.52,0.00,EUR,2026-05-28-18-19-32
NLBNPIT304Q7,Alphabet | Microsoft | C3.AI - Coupon: 1.6% (19.80% p.a.) - Barrier: 45%,101.70,0.00,EUR,2026-05-28-18-19-32
NLBNPIT30374,Boeing Rheinmetall Leonardo Thales,93.71,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303I6,Allianz Assicurazioni Generali Intesa Sanpaolo Unicredit,100.88,0.00,EUR,2026-05-28-18-19-32
NLBNPIT304M6,Rheinmetall | Fincantieri | Boeing - Coupon: 1.25% (15% p.a.) - Barrier: 55%,102.43,0.00,EUR,2026-05-28-18-19-32
NLBNPIT300H4,Stellantis,85.84,0.00,EUR,2026-05-28-18-19-32
NLBNPIT30150,Coherent Leonardo Thales Premi Fissi Cash Collect Callable,102.39,0.00,EUR,2026-05-28-18-19-32
NLBNPIT302W9,Intesa Sanpaolo Unicredit,106.51,0.00,EUR,2026-05-28-18-19-32
NLBNPIT2HHH4,ERG Ferrari Leonardo Moncler Premi Fissi Cash Collect 14% 13-05,94.62,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303G0,Banca MPS Banco BPM Bper Unicredit,101.52,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303O4,Banca MPS Siemens Energy Stellantis STMicroelectronics,103.10,0.00,EUR,2026-05-28-18-19-32
NLBNPIT2EPV5,Amazon Meta MSFT Nvidia Premi Fissi Cash Collect 11% 13-05,98.80,0.00,EUR,2026-05-28-18-19-32
NLBNPIT304G8,Banca Generali | Unicredit | Banca MPS | Bper - Coupon: 1.27% (15.24% p.a.) - Barrier: 60%,100.90,0.00,EUR,2026-05-28-18-19-32
NLBNPIT30309,Banca MPS BBVA Caixabank Societe Generale Protection Booster Cash Collect,109.61,0.00,EUR,2026-05-28-18-19-32
NLBNPIT2T027,Palantir Tesla Nvidia Booster Cash Collect,97.76,0.00,EUR,2026-05-28-18-19-32
NLBNPIT30382,BP PLC Equinor Repsol TotalEnergies Protection Booster Cash Collect,91.14,0.00,EUR,2026-05-28-18-19-32
NLBNPIT2TQK4,Boeing Dassault Leonardo Rheinmetall Premi Fissi Cash Collect,74.44,0.00,EUR,2026-05-28-18-19-32
NLBNPIT300U7,Palantir Technologies Step-Down Cash Collect,94.08,0.00,EUR,2026-05-28-18-19-32
NLBNPIT30358,A2A Engie Veolia E.on,102.79,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303A3,Nvidia Intel Tesla Meta,111.99,0.00,EUR,2026-05-28-18-19-32
NLBNPIT304P9,Enel | Siemens Energy | Endesa - Coupon: 1.10% (13.20% p.a.) - Barrier: 50%,99.22,0.00,EUR,2026-05-28-18-19-32
NLBNPIT302Y5,Banca MPS Banco BPM Bper Banca Unicredit Protection Booster Cash Collect,110.68,0.00,EUR,2026-05-28-18-19-32
NLBNPIT302V1,Unicredit Bper Intesa Sanpaolo,107.08,0.00,EUR,2026-05-28-18-19-32
NLBNPIT302Z2,Intesa Sanpaolo Santander The Goldman Sachs Morgan Stanley,106.07,0.00,EUR,2026-05-28-18-19-32
NLBNPIT304E3,Intesa Sanpaolo | Banco BPM - Coupon: 0.9% (10.80% p.a.) - Barrier: 60%,101.34,0.00,EUR,2026-05-28-18-19-32
NLBNPIT304S3,Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%,100.75,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303E5,Banca MPS Santander,101.72,0.00,EUR,2026-05-28-18-19-32
NLBNPIT2XBR3,BPM Kering Moncler STM Premi Fissi Cash Collect 15% 11-06,99.42,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303P1,BP PLC TotalEnergies Equinor Repsol,100.70,0.00,EUR,2026-05-28-18-19-32
NLBNPIT304J2,Enel | Poste Italiane | Leonardo - Coupon: 0.98% (11.76% p.a.) - Barrier: 60%,101.22,0.00,EUR,2026-05-28-18-19-32
NLBNPIT2SP93,AMD Google Amazon Meta Premi Fissi Cash Collect 11% 03-06,100.28,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303S5,AMD Dell Meta,106.90,0.00,EUR,2026-05-28-18-19-32
NLBNPIT300T9,Tesla Step-Down Cash Collect,99.76,0.00,EUR,2026-05-28-18-19-32
NLBNPIT30341,Generali Swiss Re Scor Unipol Assicurazioni Protection Booster Cash Collect,104.05,0.00,EUR,2026-05-28-18-19-32
NLBNPIT21T57,Mercedes Ford Tesla Step-Down Cash Collect,98.12,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303M8,Assicurazioni Generali Unipol Zurich Insurance Axa,99.87,0.00,EUR,2026-05-28-18-19-32
NLBNPIT303F2,Azimut Banca MPS Fineco Unicredit,101.36,0.00,EUR,2026-05-28-18-19-32
