isin;name;ask;bid;currency;dt
NLBNPIT303N6;Certificato NLBNPIT303N6 - Coupon: -% (-% p.a.) - Barrier: -%;90.33;0.00;EUR;2026-07-01-10-51-20
NLBNPIT30549;Certificato NLBNPIT30549 - Coupon: -% (-% p.a.) - Barrier: -%;99.28;0.00;EUR;2026-07-01-10-51-20
NLBNPIT303G0;Certificato NLBNPIT303G0 - Coupon: -% (-% p.a.) - Barrier: -%;101.75;0.00;EUR;2026-07-01-10-51-20
NLBNPIT30333;Certificato NLBNPIT30333 - Coupon: -% (-% p.a.) - Barrier: -%;91.96;0.00;EUR;2026-07-01-10-51-20
NLBNPIT305C4;Certificato NLBNPIT305C4 - Coupon: -% (-% p.a.) - Barrier: -%;98.84;0.00;EUR;2026-07-01-10-51-20
NLBNPIT302V1;Certificato NLBNPIT302V1 - Coupon: -% (-% p.a.) - Barrier: -%;108.54;0.00;EUR;2026-07-01-10-51-20
NLBNPIT30325;Certificato NLBNPIT30325 - Coupon: -% (-% p.a.) - Barrier: -%;99.31;0.00;EUR;2026-07-01-10-51-20
NLBNPIT30150;Certificato NLBNPIT30150 - Coupon: -% (-% p.a.) - Barrier: -%;95.82;0.00;EUR;2026-07-01-10-51-20
NLBNPIT300T9;Tesla - Coupon: 1.12% (13.44% p.a.) - Barrier: 60%;98.49;0.00;EUR;2026-07-01-10-51-20
NLBNPIT2EPV5;Certificato NLBNPIT2EPV5 - Coupon: -% (-% p.a.) - Barrier: -%;93.55;0.00;EUR;2026-07-01-10-51-20
NLBNPIT30358;Certificato NLBNPIT30358 - Coupon: -% (-% p.a.) - Barrier: -%;105.07;0.00;EUR;2026-07-01-10-51-20
NLBNPIT305V4;Certificato NLBNPIT305V4 - Coupon: -% (-% p.a.) - Barrier: -%;103.62;0.00;EUR;2026-07-01-10-51-20
NLBNPIT303C9;Certificato NLBNPIT303C9 - Coupon: -% (-% p.a.) - Barrier: -%;103.06;0.00;EUR;2026-07-01-10-51-20
NLBNPIT303A3;Certificato NLBNPIT303A3 - Coupon: -% (-% p.a.) - Barrier: -%;111.31;0.00;EUR;2026-07-01-10-51-20
NLBNPIT303Y3;Certificato NLBNPIT303Y3 - Coupon: -% (-% p.a.) - Barrier: -%;81.33;0.00;EUR;2026-07-01-10-51-20
NLBNPIT30507;Certificato NLBNPIT30507 - Coupon: -% (-% p.a.) - Barrier: -%;96.84;0.00;EUR;2026-07-01-10-51-20
NLBNPIT30614;Certificato NLBNPIT30614 - Coupon: -% (-% p.a.) - Barrier: -%;1.00000;0.00;EUR;2026-07-01-10-51-20
NLBNPIT2XBR3;Certificato NLBNPIT2XBR3 - Coupon: -% (-% p.a.) - Barrier: -%;96.51;0.00;EUR;2026-07-01-10-51-20
NLBNPIT303V9;Certificato NLBNPIT303V9 - Coupon: -% (-% p.a.) - Barrier: -%;83.75;0.00;EUR;2026-07-01-10-51-20
NLBNPIT304S3;Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%;106.10;0.00;EUR;2026-07-01-10-51-20
NLBNPIT305X0;Certificato NLBNPIT305X0 - Coupon: -% (-% p.a.) - Barrier: -%;1.00000;0.00;EUR;2026-07-01-10-51-20
NLBNPIT2T027;Nvidia | Palantir Technologies | Tesla - Coupon: 1.35% (16.20% p.a.) - Barrier: 45%;92.55;0.00;EUR;2026-07-01-10-51-20
