isin;name;ask_old;ask_new;diff_percent;flag
XS3439538102;Euro Stoxx Banks, Nasdaq 100, Nikkei 225, S&P 500 Memory Cash Collect - Coupon: 0.95% - Barrier: 60%;101.4;101.67;0.27%;+
NLBNPIT305I1;Generali, Enel, Eni, Poste Italiane Enjoy - Coupon: 0.85% (-% p.a.) - Barrier: 60%;100.61;101.08;0.47%;+
NLBNPIT300T9;Tesla - Coupon: 1.12% (13.44% p.a.) - Barrier: 60%;86.35;86.98;0.73%;+
NLBNPIT305V4;EchoStar Intuitive Machines Planet Labs - Enjoy Cash Collect - Coupon: 2.05% (-% p.a.) - Barrier: 30%;83.37;83.63;0.31%;+
NLBNPIT304K0;ERG, Fincantieri, Snam, STMicroelectronics - Coupon: 1.31% (-% p.a.) - Barrier: 50%;94.23;93.19;-1.10%;-
NLBNPIT303Y3;Certificato NLBNPIT303Y3 - Coupon: -% (-% p.a.) - Barrier: -%;83.75;84.96;1.44%;+
NLBNPIT2T027;Nvidia | Palantir Technologies | Tesla - Coupon: 1.35% (16.20% p.a.) - Barrier: 45%;90.91;92.01;1.21%;+
NLBNPIT304Z8;EURO STOXX 50®, FTSE MIB Index, Kospi 200, Nikkei 225 Memory Cash Collect - Coupon: 1.30% (-% p.a.) - Barrier: 50%;98.07;96.27;-1.84%;-
NLBNPIT304N4;ASML Holdings | Stellantis | CommerzBank | Siemens Energy - Coupon: 1.65% (-% p.a.) - Barrier: 45%;97.11;96.77;-0.35%;-
NLBNPIT2XBR3;Certificato NLBNPIT2XBR3 - Coupon: -% (-% p.a.) - Barrier: -%;98.83;99.23;0.40%;+
NLBNPIT303N6;Coherent, Leonardo, Rheinmetall - Coupon: -% (-% p.a.) - Barrier: -%;87.35;87.26;-0.10%;-
NLBNPIT300H4;Stellantis - Coupon: 0.90% (10.80% p.a.) - Barrier: 60%;69.31;69.08;-0.33%;-
NLBNPIT304E3;Certificato NLBNPIT304E3 - Coupon: -% (-% p.a.) - Barrier: -%;103.35;103.76;0.40%;+
NLBNPIT304P9;Certificato NLBNPIT304P9 - Coupon: -% (-% p.a.) - Barrier: -%;97.41;97.08;-0.34%;-
NLBNPIT303O4;Certificato NLBNPIT303O4 - Coupon: -% (-% p.a.) - Barrier: -%;96.26;95.62;-0.66%;-
NLBNPIT30622;SpaceMobile, Planet Labs, SpaceX - Coupon: 1.7% (20.4% p.a.) - Barrier: 40%;941.14;938.42;-0.29%;-
NLBNPIT1R379;CAC 40 ESG, EURO STOXX 50 ESG Memory Cash Collect - Coupon: 1.4% (5.6% p.a.) - Barrier: 70%;99.73;99.73;0.00%;+
NLBNPIT303C9;Certificato NLBNPIT303C9 - Coupon: -% (-% p.a.) - Barrier: -%;102.95;103.27;0.31%;+
