isin;name;ask_old;ask_new;diff_percent;flag
NLBNPIT304K0;ERG, Fincantieri, Snam, STMicroelectronics - Coupon: 1.31% (-% p.a.) - Barrier: 50% **;98.86;98.35;-0.52%;-
NLBNPIT30333;Certificato NLBNPIT30333 - Coupon: -% (-% p.a.) - Barrier: -%;93.04;93;-0.04%;-
NLBNPIT304M6;Certificato NLBNPIT304M6 - Coupon: -% (-% p.a.) - Barrier: -%;96.07;95.55;-0.54%;-
NLBNPIT304J2;Enel | Poste Italiane | Leonardo - Coupon: 0.98% (11.76% p.a.) - Barrier: 60%;101.37;101.34;-0.03%;-
NLBNPIT305Z5;SpaceX - Coupon: 0.97% (11.64% p.a.) - Barrier: 40%;984.22;977.47;-0.69%;-
NLBNPIT305E0;Certificato NLBNPIT305E0 - Coupon: -% (-% p.a.) - Barrier: -%;101.5;101.48;-0.02%;-
NLBNPIT30325;Certificato NLBNPIT30325 - Coupon: -% (-% p.a.) - Barrier: -%;101.66;101.39;-0.27%;-
NLBNPIT303W7;Certificato NLBNPIT303W7 - Coupon: -% (-% p.a.) - Barrier: -%;88.34;88.13;-0.24%;-
NLBNPIT30382;Certificato NLBNPIT30382 - Coupon: -% (-% p.a.) - Barrier: -%;95.02;94.96;-0.06%;-
NLBNPIT303C9;Certificato NLBNPIT303C9 - Coupon: -% (-% p.a.) - Barrier: -%;103.22;103.19;-0.03%;-
NLBNPIT305V4;EchoStar Intuitive Machines Planet Labs - Enjoy Cash Collect - Coupon: 2.05% (-% p.a.) - Barrier: 30%;93.13;92.75;-0.41%;-
NLBNPIT303N6;Coherent, Leonardo, Rheinmetall - Coupon: -% (-% p.a.) - Barrier: -%;86.16;85.18;-1.14%;-
NLBNPIT303I6;Certificato NLBNPIT303I6 - Coupon: -% (-% p.a.) - Barrier: -%;104.26;104.22;-0.04%;-
NLBNPIT2TQK4;Boeing, Dassault, Leonardo, Rheinmetall - Premi Fissi Cash Collect - Coupon: -% (-% p.a.) - Barrier: -%;58.41;57.71;-1.20%;-
NLBNPIT304S3;Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%;105.17;104.39;-0.74%;-
NLBNPIT30614;SpaceX Tesla - Premi Fissi Cash Collect - Coupon: 1.09% (-% p.a.) - Barrier: 40%;987.21;982.87;-0.44%;-
NLBNPIT303P1;Certificato NLBNPIT303P1 - Coupon: -% (-% p.a.) - Barrier: -%;103.58;103.5;-0.08%;-
NLBNPIT303M8;Certificato NLBNPIT303M8 - Coupon: -% (-% p.a.) - Barrier: -%;104.21;104.05;-0.15%;-
NLBNPIT305C4;Banco BPM, Siemens Energy, Stellantis, STMicroelectronics - Coupon: 1.65% (-% p.a.) - Barrier: 35% **;97.64;97.59;-0.05%;-
NLBNPIT302V1;Certificato NLBNPIT302V1 - Coupon: -% (-% p.a.) - Barrier: -%;106.95;106.56;-0.36%;-
NLBNPIT30622;SpaceMobile, Planet Labs, SpaceX - Coupon: 1.7% (20.4% p.a.) - Barrier: 40%;970.18;968.71;-0.15%;-
NLBNPIT30374;Certificato NLBNPIT30374 - Coupon: -% (-% p.a.) - Barrier: -%;83.31;82.26;-1.26%;-
NLBNPIT305X0;Certificato NLBNPIT305X0 - Coupon: -% (-% p.a.) - Barrier: -%;977.31;968.93;-0.86%;-
NLBNPIT304G8;Certificato NLBNPIT304G8 - Coupon: -% (-% p.a.) - Barrier: -%;105;104.93;-0.07%;-
NLBNPIT304L8;Certificato NLBNPIT304L8 - Coupon: -% (-% p.a.) - Barrier: -%;101.24;101.12;-0.12%;-
NLBNPIT305I1;Generali, Enel, Eni, Poste Italiane Enjoy - Coupon: 0.85% (-% p.a.) - Barrier: 60%;101.28;100.81;-0.46%;-
