isin;name;ask_old;ask_new;diff_percent;flag
NLBNPIT303N6;Coherent, Leonardo, Rheinmetall - Coupon: -% (-% p.a.) - Barrier: -%;85.99;85.71;-0.33%;-
NLBNPIT2HHH4;ERG | Ferrari | Leonardo | Moncler - Coupon: 1.20% (14.00% p.a.) - Barrier: 55%;95.24;95.4;0.17%;+
NLBNPIT304L8;Certificato NLBNPIT304L8 - Coupon: -% (-% p.a.) - Barrier: -%;100.28;100.98;0.70%;+
NLBNPIT30507;EURO STOXX 50®, S&P 500®, iShares MSCI China ETF, iShares MSCI South Korea - Memory Cash Collect - Coupon: 1.40% (-% p.a.) - Barrier: 60%;96.91;94.36;-2.63%;-
NLBNPIT304V7;Certificato NLBNPIT304V7 - Coupon: -% (-% p.a.) - Barrier: -%;102.18;102.17;-0.01%;-
NLBNPIT303W7;Certificato NLBNPIT303W7 - Coupon: -% (-% p.a.) - Barrier: -%;88.54;88.67;0.15%;+
NLBNPIT2SP93;Advanced Micro Devices, Google, Amazon, Meta - Premi Fissi Cash Collect - Coupon: 0.95% (-% p.a.) - Barrier: 55%;98.76;98.64;-0.12%;-
NLBNPIT302V1;Certificato NLBNPIT302V1 - Coupon: -% (-% p.a.) - Barrier: -%;109.05;107.48;-1.44%;-
NLBNPIT304G8;Certificato NLBNPIT304G8 - Coupon: -% (-% p.a.) - Barrier: -%;105.25;105.37;0.11%;+
NLBNPIT304Q7;Alphabet | Microsoft | C3.AI - Coupon: 1.6% (19.80% p.a.) - Barrier: 45%;98.35;98.74;0.40%;+
NLBNPIT2EPV5;Certificato NLBNPIT2EPV5 - Coupon: -% (-% p.a.) - Barrier: -%;100.64;101.59;0.94%;+
NLBNPIT304K0;Certificato NLBNPIT304K0 - Coupon: -% (-% p.a.) - Barrier: -%;98.32;98.43;0.11%;+
NLBNPIT30374;Certificato NLBNPIT30374 - Coupon: -% (-% p.a.) - Barrier: -%;84.46;85.2;0.88%;+
NLBNPIT303S5;Certificato NLBNPIT303S5 - Coupon: -% (-% p.a.) - Barrier: -%;105.03;104.74;-0.28%;-
NLBNPIT302Y5;Banca Monte dei Paschi di Siena | Banco BPM | BPER Banca | Unicredit - Coupon: 15.60% p.a. - Barrier: 45.60%;112.21;112.21;0.00%;+
NLBNPIT303D7;Certificato NLBNPIT303D7 - Coupon: -% (-% p.a.) - Barrier: -%;101.91;102.17;0.26%;+
NLBNPIT305E0;Certificato NLBNPIT305E0 - Coupon: -% (-% p.a.) - Barrier: -%;101.67;102.01;0.33%;+
NLBNPIT304P9;Certificato NLBNPIT304P9 - Coupon: -% (-% p.a.) - Barrier: -%;98.05;98.2;0.15%;+
NLBNPIT21TB7;C3.AI | KLA | UiPath - Coupon: 1.30% (15.60% p.a.) - Barrier: 40%;53.13;53;-0.24%;-
NLBNPIT303C9;Certificato NLBNPIT303C9 - Coupon: -% (-% p.a.) - Barrier: -%;103.32;103.39;0.07%;+
NLBNPIT304M6;Certificato NLBNPIT304M6 - Coupon: -% (-% p.a.) - Barrier: -%;96.44;97.09;0.67%;+
NLBNPIT30382;Certificato NLBNPIT30382 - Coupon: -% (-% p.a.) - Barrier: -%;91.4;93.1;1.86%;+
NLBNPIT305I1;Certificato NLBNPIT305I1 - Coupon: -% (-% p.a.) - Barrier: -%;100.19;100.76;0.57%;+
NLBNPIT30150;Certificato NLBNPIT30150 - Coupon: -% (-% p.a.) - Barrier: -%;92.3;91.45;-0.92%;-
NLBNPIT302Z2;Certificato NLBNPIT302Z2 - Coupon: -% (-% p.a.) - Barrier: -%;106.18;106.24;0.06%;+
NLBNPIT304Z8;EURO STOXX 50®, FTSE MIB Index, Kospi 200, Nikkei 225 Memory Cash Collect - Coupon: 1.30% (-% p.a.) - Barrier: 50%;99.8;98.17;-1.63%;-
NLBNPIT21T57;Certificato NLBNPIT21T57 - Coupon: -% (-% p.a.) - Barrier: -%;91.32;91.36;0.04%;+
NLBNPIT303F2;Certificato NLBNPIT303F2 - Coupon: -% (-% p.a.) - Barrier: -%;104.24;104.29;0.05%;+
NLBNPIT2T027;Nvidia | Palantir Technologies | Tesla - Coupon: 1.35% (16.20% p.a.) - Barrier: 45%;93.96;94.27;0.33%;+
NLBNPIT305Z5;Certificato NLBNPIT305Z5 - Coupon: -% (-% p.a.) - Barrier: -%;992.77;986.37;-0.64%;-
NLBNPIT303V9;Certificato NLBNPIT303V9 - Coupon: -% (-% p.a.) - Barrier: -%;85.77;86.3;0.62%;+
NLBNPIT305D2;Infineon Intel Micron - Low Barrier Cash Collect - Coupon: 2.15% (-% p.a.) - Barrier: 30%;94.14;93.14;-1.06%;-
NLBNPIT2XBR3;Certificato NLBNPIT2XBR3 - Coupon: -% (-% p.a.) - Barrier: -%;97.1;95.93;-1.20%;-
NLBNPIT305V4;EchoStar Intuitive Machines Planet Labs - Enjoy Cash Collect - Coupon: 2.05% (-% p.a.) - Barrier: 30%;93.85;93.9;0.05%;+
NLBNPIT305X0;Certificato NLBNPIT305X0 - Coupon: -% (-% p.a.) - Barrier: -%;988.73;980.46;-0.84%;-
NLBNPIT304W5;Certificato NLBNPIT304W5 - Coupon: -% (-% p.a.) - Barrier: -%;101.33;101.19;-0.14%;-
NLBNPIT304S3;Bayer | Eli Lilly | Merck & co - Coupon: 1.15% (13.80% p.a.) - Barrier: 55%;105.69;105.71;0.02%;+
NLBNPIT303P1;Certificato NLBNPIT303P1 - Coupon: -% (-% p.a.) - Barrier: -%;102.77;103.1;0.32%;+
NLBNPIT30309;Banca Monte dei Paschi di Siena | BBVA | CaixaBank | Société Générale - Coupon: 12.60% p.a. - Barrier: 50.51%;111.16;111.21;0.04%;+
NLBNPIT304D5;Certificato NLBNPIT304D5 - Coupon: -% (-% p.a.) - Barrier: -%;103.68;103.91;0.22%;+
NLBNPIT305L5;Certificato NLBNPIT305L5 - Coupon: -% (-% p.a.) - Barrier: -%;100.9;101.2;0.30%;+
NLBNPIT2TQK4;Boeing, Dassault, Leonardo, Rheinmetall - Premi Fissi Cash Collect - Coupon: -% (-% p.a.) - Barrier: -%;59.65;60.58;1.56%;+
NLBNPIT300T9;Tesla - Coupon: 1.12% (13.44% p.a.) - Barrier: 60%;98.05;97.65;-0.41%;-
NLBNPIT304J2;Enel | Poste Italiane | Leonardo - Coupon: 0.98% (11.76% p.a.) - Barrier: 60%;102.06;101.94;-0.12%;-
NLBNPIT303A3;Certificato NLBNPIT303A3 - Coupon: -% (-% p.a.) - Barrier: -%;111.64;111.72;0.07%;+
NLBNPIT304E3;Certificato NLBNPIT304E3 - Coupon: -% (-% p.a.) - Barrier: -%;102.75;102.97;0.21%;+
NLBNPIT304X3;Certificato NLBNPIT304X3 - Coupon: -% (-% p.a.) - Barrier: -%;101.76;101.76;0.00%;+
NLBNPIT303Y3;Certificato NLBNPIT303Y3 - Coupon: -% (-% p.a.) - Barrier: -%;82.11;82.19;0.10%;+
NLBNPIT304N4;Certificato NLBNPIT304N4 - Coupon: -% (-% p.a.) - Barrier: -%;95.85;95.85;0.00%;+
NLBNPIT302W9;Certificato NLBNPIT302W9 - Coupon: -% (-% p.a.) - Barrier: -%;103.49;103.45;-0.04%;-
NLBNPIT300H4;Stellantis - Coupon: 0.90% (10.80% p.a.) - Barrier: 60%;65.21;64.82;-0.60%;-
NLBNPIT30325;Certificato NLBNPIT30325 - Coupon: -% (-% p.a.) - Barrier: -%;100.19;100.87;0.68%;+
NLBNPIT30358;Certificato NLBNPIT30358 - Coupon: -% (-% p.a.) - Barrier: -%;107.3;107.44;0.13%;+
NLBNPIT303E5;Certificato NLBNPIT303E5 - Coupon: -% (-% p.a.) - Barrier: -%;103.74;103.64;-0.10%;-
