isin;name;ask_old;ask_new;diff_percent;flag
NLBNPIT30507;EURO STOXX 50®, S&P 500®, iShares MSCI China ETF, iShares MSCI South Korea - Memory Cash Collect - Coupon: 1.40% (-% p.a.) - Barrier: 60%;93.49;92.95;-0.58%;-
NLBNPIT305I1;Generali, Enel, Eni, Poste Italiane Enjoy - Coupon: 0.85% (-% p.a.) - Barrier: 60%;100.74;100.56;-0.18%;-
NLBNPIT305V4;EchoStar Intuitive Machines Planet Labs - Enjoy Cash Collect - Coupon: 2.05% (-% p.a.) - Barrier: 30%;81.08;80.31;-0.95%;-
NLBNPIT30382;BP PLC, Equinor, Repsol, TotalEnergies Protection - Coupon: 0.85% (-% p.a.) - Barrier: 60%;98.86;98.68;-0.18%;-
NLBNPIT2T027;Nvidia | Palantir Technologies | Tesla - Coupon: 1.35% (16.20% p.a.) - Barrier: 45%;90.34;90.12;-0.24%;-
NLBNPIT303S5;Certificato NLBNPIT303S5 - Coupon: -% (-% p.a.) - Barrier: -%;100.37;98.47;-1.89%;-
NLBNPIT300H4;Stellantis - Coupon: 0.90% (10.80% p.a.) - Barrier: 60%;71.4;68.65;-3.85%;-
NLBNPIT30325;Certificato NLBNPIT30325 - Coupon: -% (-% p.a.) - Barrier: -%;103.21;103.14;-0.07%;-
NLBNPIT303N6;Coherent, Leonardo, Rheinmetall - Coupon: -% (-% p.a.) - Barrier: -%;82.27;81.48;-0.96%;-
NLBNPIT303A3;Certificato NLBNPIT303A3 - Coupon: -% (-% p.a.) - Barrier: -%;100.64;98.35;-2.28%;-
NLBNPIT30374;Certificato NLBNPIT30374 - Coupon: -% (-% p.a.) - Barrier: -%;90.64;90.12;-0.57%;-
NLBNPIT30549;Certificato NLBNPIT30549 - Coupon: -% (-% p.a.) - Barrier: -%;83.2;82.12;-1.30%;-
NLBNPIT21TB7;C3.AI | KLA | UiPath - Coupon: 1.30% (15.60% p.a.) - Barrier: 40%;53.62;52.87;-1.40%;-
NLBNPIT302V1;Certificato NLBNPIT302V1 - Coupon: -% (-% p.a.) - Barrier: -%;103.17;103.04;-0.13%;-
NLBNPIT305R2;Burberry, Richemont, Kering, Moncler Enjoy - Coupon: 1% (-% p.a.) - Barrier: 50%;104.46;104.26;-0.19%;-
NLBNPIT302W9;Certificato NLBNPIT302W9 - Coupon: -% (-% p.a.) - Barrier: -%;102.72;102.65;-0.07%;-
NLBNPIT30622;SpaceMobile, Planet Labs, SpaceX - Coupon: 1.7% (20.4% p.a.) - Barrier: 40%;932.34;929.55;-0.30%;-
NLBNPIT2XBR3;Certificato NLBNPIT2XBR3 - Coupon: -% (-% p.a.) - Barrier: -%;98.48;98.27;-0.21%;-
NLBNPIT300U7;Certificato NLBNPIT300U7 - Coupon: -% (-% p.a.) - Barrier: -%;86.86;86.38;-0.55%;-
NLBNPIT300C5;Certificato NLBNPIT300C5 - Coupon: -% (-% p.a.) - Barrier: -%;103.49;103.42;-0.07%;-
NLBNPIT304Z8;EURO STOXX 50®, FTSE MIB Index, Kospi 200, Nikkei 225 Memory Cash Collect - Coupon: 1.30% (-% p.a.) - Barrier: 50%;94.82;94.27;-0.58%;-
NLBNPIT300T9;Tesla - Coupon: 1.12% (13.44% p.a.) - Barrier: 60%;85.58;85.12;-0.54%;-
NLBNPIT2SP93;Advanced Micro Devices, Google, Amazon, Meta - Premi Fissi Cash Collect - Coupon: 0.95% (-% p.a.) - Barrier: 55%;96.2;93.32;-2.99%;-
NLBNPIT304M6;Fincantieri, Rheinmetall, The Boeing Co - Coupon: 1.25% (-% p.a.) - Barrier: 55%;100.66;100.31;-0.35%;-
NLBNPIT304J2;Enel | Poste Italiane | Leonardo - Coupon: 0.98% (11.76% p.a.) - Barrier: 60%;101.74;101.61;-0.13%;-
NLBNPIT305N1;Google, C3.ai, Meta Enjoy - Coupon: 1.5% (18% p.a.) - Barrier: 50%;99.6;98.65;-0.95%;-
NLBNPIT303D7;Certificato NLBNPIT303D7 - Coupon: -% (-% p.a.) - Barrier: -%;101.67;101.57;-0.10%;-
NLBNPIT30333;Enel, Leonardo, Moncler, Snam Protection Booster - Coupon: 0.9% (-% p.a.) - Barrier: 55%;94.42;94.19;-0.24%;-
NLBNPIT302Y5;Banca Monte dei Paschi di Siena | Banco BPM | BPER Banca | Unicredit - Coupon: 15.60% p.a. - Barrier: 45.60%;108.21;108.02;-0.18%;-
NLBNPIT30309;Banca Monte dei Paschi di Siena | BBVA | CaixaBank | Société Générale - Coupon: 12.60% p.a. - Barrier: 50.51%;110.91;110.88;-0.03%;-
