isin;name;ask_old;ask_new;diff_percent;flag
NLBNPIT304E3;Certificato NLBNPIT304E3 - Coupon: -% (-% p.a.) - Barrier: -%;104.48;103.55;-0.89%;-
NLBNPIT300H4;Stellantis - Coupon: 0.90% (10.80% p.a.) - Barrier: 60%;67.93;64.08;-5.67%;-
NLBNPIT302W9;Certificato NLBNPIT302W9 - Coupon: -% (-% p.a.) - Barrier: -%;102.77;102.73;-0.04%;-
NLBNPIT302Y5;Banca Monte dei Paschi di Siena | Banco BPM | BPER Banca | Unicredit - Coupon: 15.60% p.a. - Barrier: 45.60%;106.63;104.99;-1.54%;-
NLBNPIT305L5;Certificato NLBNPIT305L5 - Coupon: -% (-% p.a.) - Barrier: -%;103.33;103.3;-0.03%;-
NLBNPIT305R2;Burberry, Richemont, Kering, Moncler Enjoy - Coupon: 1% (-% p.a.) - Barrier: 50%;104.87;104.08;-0.75%;-
NLBNPIT303P1;Certificato NLBNPIT303P1 - Coupon: -% (-% p.a.) - Barrier: -%;102.04;102;-0.04%;-
NLBNPIT303W7;Certificato NLBNPIT303W7 - Coupon: -% (-% p.a.) - Barrier: -%;90.75;90.65;-0.11%;-
NLBNPIT30341;Certificato NLBNPIT30341 - Coupon: -% (-% p.a.) - Barrier: -%;108.33;108.28;-0.05%;-
NLBNPIT305H3;Certificato NLBNPIT305H3 - Coupon: -% (-% p.a.) - Barrier: -%;104.1;102.18;-1.84%;-
NLBNPIT21T57;Mercedes, Ford, Tesla Step-Down Cash Collect - Coupon: 1.2% (-% p.a.) - Barrier: 50%;96.58;96.16;-0.43%;-
NLBNPIT30325;Certificato NLBNPIT30325 - Coupon: -% (-% p.a.) - Barrier: -%;103.6;101.05;-2.46%;-
NLBNPIT30309;Banca Monte dei Paschi di Siena | BBVA | CaixaBank | Société Générale - Coupon: 12.60% p.a. - Barrier: 50.51%;108.58;105.63;-2.72%;-
NLBNPIT305E0;Certificato NLBNPIT305E0 - Coupon: -% (-% p.a.) - Barrier: -%;104.09;103.8;-0.28%;-
NLBNPIT303V9;Certificato NLBNPIT303V9 - Coupon: -% (-% p.a.) - Barrier: -%;90.53;90.23;-0.33%;-
NLBNPIT304M6;Fincantieri, Rheinmetall, The Boeing Co - Coupon: 1.25% (-% p.a.) - Barrier: 55%;102.85;102.67;-0.18%;-
