isin;name;ask_old;ask_new;diff_percent;flag
NLBNPIT304V7;EURO STOXX® Banks, Nasdaq 100 Index, Nikkei 225, S&P 500 - Coupon: -% (-% p.a.) - Barrier: -%;100.28;100.61;0.33%;+
NLBNPIT303C9;Certificato NLBNPIT303C9 - Coupon: -% (-% p.a.) - Barrier: -%;102.64;102.68;0.04%;+
NLBNPIT304W5;EURO STOXX® Banks, EURO STOXX® (Utilities), ESTX (Technology), ESTX (Insurance) Memory Cash Collect - Coupon: 1% - Barrier: 60%;98.92;99.44;0.53%;+
NLBNPIT304Y1;EURO STOXX® Banks, S&P 500 - Coupon: -% (-% p.a.) - Barrier: -%;101.96;102.15;0.19%;+
NLBNPIT305X0;SPACEX Protection Booster  - Coupon: 1% (12% p.a.) - Barrier: 40%;892.87;895.58;0.30%;+
NLBNPIT30358;Certificato NLBNPIT30358 - Coupon: -% (-% p.a.) - Barrier: -%;107.6;107.66;0.06%;+
NLBNPIT30507;EURO STOXX 50®, S&P 500®, iShares MSCI China ETF, iShares MSCI South Korea - Memory Cash Collect - Coupon: 1.40% (-% p.a.) - Barrier: 60%;93.49;92.95;-0.58%;-
NLBNPIT2HHH4;ERG | Ferrari | Leonardo | Moncler - Coupon: 1.20% (14.00% p.a.) - Barrier: 55%;95.14;96.07;0.98%;+
NLBNPIT2TQK4;Boeing, Dassault, Leonardo, Rheinmetall - Premi Fissi Cash Collect - Coupon: -% (-% p.a.) - Barrier: -%;69.28;69.53;0.36%;+
NLBNPIT305I1;Generali, Enel, Eni, Poste Italiane Enjoy - Coupon: 0.85% (-% p.a.) - Barrier: 60%;100.74;100.56;-0.18%;-
NLBNPIT304E3;Certificato NLBNPIT304E3 - Coupon: -% (-% p.a.) - Barrier: -%;102.84;102.92;0.08%;+
NLBNPIT304L8;Certificato NLBNPIT304L8 - Coupon: -% (-% p.a.) - Barrier: -%;101.65;101.74;0.09%;+
NLBNPIT305V4;EchoStar Intuitive Machines Planet Labs - Enjoy Cash Collect - Coupon: 2.05% (-% p.a.) - Barrier: 30%;81.08;80.31;-0.95%;-
NLBNPIT30382;BP PLC, Equinor, Repsol, TotalEnergies Protection - Coupon: 0.85% (-% p.a.) - Barrier: 60%;98.86;98.68;-0.18%;-
NLBNPIT21T57;Certificato NLBNPIT21T57 - Coupon: -% (-% p.a.) - Barrier: -%;95.35;95.69;0.36%;+
NLBNPIT303I6;Certificato NLBNPIT303I6 - Coupon: -% (-% p.a.) - Barrier: -%;104.28;104.32;0.04%;+
NLBNPIT2T027;Nvidia | Palantir Technologies | Tesla - Coupon: 1.35% (16.20% p.a.) - Barrier: 45%;90.34;90.12;-0.24%;-
NLBNPIT303F2;Certificato NLBNPIT303F2 - Coupon: -% (-% p.a.) - Barrier: -%;103.58;103.8;0.21%;+
NLBNPIT303S5;Certificato NLBNPIT303S5 - Coupon: -% (-% p.a.) - Barrier: -%;100.37;98.47;-1.89%;-
NLBNPIT303P1;Certificato NLBNPIT303P1 - Coupon: -% (-% p.a.) - Barrier: -%;101.52;101.78;0.26%;+
NLBNPIT304Q7;Alphabet | Microsoft | C3.AI - Coupon: 1.6% (19.80% p.a.) - Barrier: 45%;97.93;98.63;0.71%;+
NLBNPIT300H4;Stellantis - Coupon: 0.90% (10.80% p.a.) - Barrier: 60%;71.4;68.65;-3.85%;-
NLBNPIT30325;Certificato NLBNPIT30325 - Coupon: -% (-% p.a.) - Barrier: -%;103.21;103.14;-0.07%;-
NLBNPIT303N6;Coherent, Leonardo, Rheinmetall - Coupon: -% (-% p.a.) - Barrier: -%;82.27;81.48;-0.96%;-
XS3440592841;KOSPI 200, NASDAQ 100 Index, NIKKEI 225, ESTX (Technology) Memory Cash Collect - Coupon: 1.35% - Barrier: 50%;100;100.83;0.83%;+
NLBNPIT30341;Certificato NLBNPIT30341 - Coupon: -% (-% p.a.) - Barrier: -%;107.95;108.06;0.10%;+
NLBNPIT304D5;Certificato NLBNPIT304D5 - Coupon: -% (-% p.a.) - Barrier: -%;103.9;103.99;0.09%;+
NLBNPIT303Y3;Certificato NLBNPIT303Y3 - Coupon: -% (-% p.a.) - Barrier: -%;81.15;82;1.05%;+
NLBNPIT305Z5;SpaceX - Coupon: 0.97% (11.64% p.a.) - Barrier: 40%;911.19;915.04;0.42%;+
NLBNPIT303A3;Certificato NLBNPIT303A3 - Coupon: -% (-% p.a.) - Barrier: -%;100.64;98.35;-2.28%;-
NLBNPIT30374;Certificato NLBNPIT30374 - Coupon: -% (-% p.a.) - Barrier: -%;90.64;90.12;-0.57%;-
NLBNPIT30549;Certificato NLBNPIT30549 - Coupon: -% (-% p.a.) - Barrier: -%;83.2;82.12;-1.30%;-
NLBNPIT1R379;CAC 40 ESG, EURO STOXX 50 ESG Memory Cash Collect - Coupon: 1.4% (5.6% p.a.) - Barrier: 70%;99.73;99.73;0.00%;+
NLBNPIT304G8;Certificato NLBNPIT304G8 - Coupon: -% (-% p.a.) - Barrier: -%;104.86;105.01;0.14%;+
NLBNPIT21TB7;C3.AI | KLA | UiPath - Coupon: 1.30% (15.60% p.a.) - Barrier: 40%;53.62;52.87;-1.40%;-
NLBNPIT302V1;Certificato NLBNPIT302V1 - Coupon: -% (-% p.a.) - Barrier: -%;103.17;103.04;-0.13%;-
NLBNPIT304K0;ERG, Fincantieri, Snam, STMicroelectronics - Coupon: 1.31% (-% p.a.) - Barrier: 50%;90.45;91.81;1.50%;+
NLBNPIT303E5;Certificato NLBNPIT303E5 - Coupon: -% (-% p.a.) - Barrier: -%;103.25;103.33;0.08%;+
NLBNPIT305R2;Burberry, Richemont, Kering, Moncler Enjoy - Coupon: 1% (-% p.a.) - Barrier: 50%;104.46;104.26;-0.19%;-
